TCA, EAV , Rate ,CTY,FOR,TWP,RBT,COL,ESD,HSD,USD,MUN,FIR,LIB,PRK,SAN1,SAN2,MSQ,POR,WTR,TIF,TIF,SSA1,SSA2,SSA3,SSA4,SP1,SP2,SP3,SP4,Other
11053, -   , 7.391161 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,,F15LIB,L04CME,,,,Q01LBL,,,,,,,,,,,,,
11054," 39,001,502 ", 7.548216 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,,F15LIB,L04CME,,S05NSH,,Q01LBL,,,,,,,,,,,,,
11055," 191,387,363 ", 8.616329 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M28LIB,,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,
11056," 4,250,099 ", 6.308607 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,,,,,,,,,
11057," 30,572,190 ", 7.622192 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H04120,,M28LIB,,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,
11058, -   , 11.606428 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M35NCH,,,,S05NSH,,,,,,,,,,,B04NCH,,,,
11059, -   , 11.449373 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M35NCH,,,,,,,,,,,,,,,B04NCH,,,,
11060," 1,103,235 ", 11.606428 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M35NCH,,,,S05NSH,,Q01LBL,,,,,,,,,B04NCH,,,,
11061, -   , 6.244858 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E17065,H02115,,,F15LIB,L04CME,,S05NSH,,Q01LBL,,,,,,,,,,,,,
11062, -   , 7.489311 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,170SSA,,,,,,,,
11063, -   , 8.424479 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,,F15LIB,L04CME,P20WAK,S05NSH,,,,,,,,,,,,,,,
11064, -   , 8.267424 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,,F15LIB,L04CME,P20WAK,,,,,,,,,,,,,,,,
11065, -   , 10.568198 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E24076,H04120,,M33MUN,,L04CME,P15MUN,,,,,WTRCLC,,,,,,,B15MUN,B16CLC,B17MU2,,
11066, -   , 6.463229 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E17065,H02115,,,F20ROC,L04CME,,S05NSH,,Q01LBL,,,,,,,,,,,,,
11067," 386,240 ", 9.397306 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M52WAK,,,,,,,PORWAK,,,,,,,,,,,,
11068, -   , 8.995646 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M45RLP,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,
11069," 57,528,018 ", 10.713713 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E23075,H04120,,M33MUN,,L07FRE,P15MUN,,,,,WTRCLC,,,,,,,B15MUN,B16CLC,B17MU2,,
11070," 26,613,634 ", 10.640680 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E24076,H04120,,M33MUN,,L07FRE,P15MUN,,,,,WTRCLC,,,,,,,B15MUN,B16CLC,B17MU2,,
11071, -   , 8.548252 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M33MUN,,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,B17MU2,,,
11072, -   , 8.456336 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H04120,,M33MUN,,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,B17MU2,,,
11073, -   , 9.503268 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M52WAK,,,,,,,,,,,,,,,,,,,
11074," 75,767,323 ", 10.430624 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M52WAK,,,P20WAK,S05NSH,,,PORWAK,,,,,,,,,,,,
11075," 10,890,060 ", 7.714108 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M28LIB,,L04CME,,,,,,WTRCLC,X18TIF,,,,,,B16CLC,,,,
11076, -   , 8.365574 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,P20WAK,,,,,,,,,,,,,,,,
11077, -   , 9.450473 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M33MUN,,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,B17MU2,,,
11078, -   , 7.646366 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,S05NSH,,,,,,,,,,,,,,,
11079, -   , 6.465662 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,S05NSH,,,,,,,,,,,,,,,
11080, -   , 8.532697 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M49VHI,F07COU,L04CME,,,,,,WTRCLC,,,,,,,B09COU,B16CLC,,,
11081, -   , 8.399344 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M49VHI,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,
11082, -   , 8.440781 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H04120,,M49VHI,F07COU,L04CME,,,,,,WTRCLC,,,,,,,B09COU,B16CLC,,,
11083," 434,898 ", 6.925834 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M24LFO,,,,,,,,,,,,,,,,,,,
11084," 32,071,666 ", 6.367512 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,,F15LIB,L04CME,,S05NSH,,,,WTRCLC,,,,,,,B16CLC,,,,
11085," 126,487 ", 6.461547 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,S05NSH,,,,WTRCLC,,,,,,,B16CLC,,,,
11086, -   , 6.367512 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,,F15LIB,L04CME,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,
11087," 21,144 ", 6.087803 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E17065,H02115,,,F15LIB,L04CME,,,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,
11088, -   , 7.548216 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,,F15LIB,L04CME,,S05NSH,,,,WTRCLC,,,,,,,B16CLC,,,,
11089," 44,815,572 ", 7.391161 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,
11090," 26,173,626 ", 6.210457 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,
11091," 25,975,672 ", 6.304492 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,
11092, -   , 7.766587 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,,F20ROC,L04CME,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,
11093," 9,013,929 ", 7.489311 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,
11094, -   , 6.210457 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,,F15LIB,L04CME,,,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,
11095," 525,558 ", 7.548216 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,,F15LIB,L04CME,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,
11096," 14,200,084 ", 6.308607 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,
11097," 554,828 ", 6.244858 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E17065,H02115,,,F15LIB,L04CME,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,
11098, -   , 7.646366 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,S05NSH,,,,WTRCLC,,,,,,,B16CLC,,,,
11099," 36,711,828 ", 6.465662 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,S05NSH,,,,WTRCLC,,,,,,,B16CLC,,,,
11100," 6,730,550 ", 6.463229 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E17065,H02115,,,F20ROC,L04CME,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,
11101," 14,491,916 ", 7.497123 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,
11102," 872,821 ", 8.874503 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H04120,,M49VHI,F07COU,L04CME,P18VHI,,,,,WTRCLC,,,,,,,B09COU,B16CLC,,,
11103," 14,598,197 ", 12.298583 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M35NCH,,,P06FOS,S05NSH,,,,,,,,,,,B04NCH,,,,
11104," 26,119,750 ", 12.298583 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M35NCH,,,P06FOS,S05NSH,,Q01LBL,,,,,,,,,B04NCH,,,,
11105, -   , 6.308607 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,171SSA,,,,,,,,
11106, -   , 6.308607 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,,,WTRCLC,,,171SSA,,,,B16CLC,,,,
11107, -   , 7.595273 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,171SSA,,,,,,,,
11108, -   , 11.606428 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M35NCH,,,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B04NCH,B16CLC,,,
11109, -   , 8.373386 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,,F15LIB,L04CME,P20WAK,,,,,,,,,,,,,,,,
11110, -   , 6.465662 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,
11111, -   , 6.465662 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,S05NSH,,Q01LBL,,,,,,,,,,,,,
11112, -   , 7.646366 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,
11113, -   , 6.427442 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M28LIB,,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,
11114, -   , 8.966419 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M49VHI,F07COU,L04CME,P18VHI,,,,,WTRCLC,,,385SSA,,,,B09COU,B16CLC,,,
11115, -   , 8.966419 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M49VHI,F07COU,L04CME,P18VHI,,,,,WTRCLC,,,386SSA,,,,B09COU,B16CLC,,,
11116, -   , 8.966419 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M49VHI,F07COU,L04CME,P18VHI,,,,,WTRCLC,,,387SSA,,,,B09COU,B16CLC,,,
11117, -   , 8.966419 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M49VHI,F07COU,L04CME,P18VHI,,,,,WTRCLC,,,388SSA,,,,B09COU,B16CLC,,,
11118, -   , 10.273569 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M52WAK,,,P20WAK,,,,,,,,407SSA,,,,,,,,
11119, -   , 7.489311 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,172SSA,,,,,,,,
11120, -   , 10.273569 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M52WAK,,,P20WAK,,,,,,,,406SSA,,,,,,,,
11121, -   , 7.489311 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,173SSA,,,,,,,,
11122, -   , 7.489311 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,172SSA,173SSA,,,,,,,
11123, -   , 7.489311 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,170SSA,173SSA,,,,,,,
11124, -   , 8.056811 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M12GRA,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,
11125, -   , 12.298583 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M35NCH,,,P06FOS,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B04NCH,B16CLC,,,
11126," 13,411,930 ", 7.871729 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M28LIB,,L04CME,,,,,,WTRCLC,,,223SSA,,,,B16CLC,,,,
11127, -   , 8.904924 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H04120,,M49VHI,F07COU,L04CME,P15MUN,,,,,WTRCLC,,,,,,,B09COU,B15MUN,B16CLC,,
11128, -   , 6.308607 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,
11129," 85,769,302 ", 7.082889 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M24LFO,,,,S05NSH,,,,,,,,,,,,,,,
11130, -   , 7.489311 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,174SSA,,,,,,,,
11131," 1,851,987 ", 9.895182 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H04120,,M33MUN,,L07FRE,P15MUN,,,,,WTRCLC,,,,,,,B15MUN,B16CLC,B17MU2,,
11132, -   , 7.489311 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,175SSA,,,,,,,,
11133, -   , 6.308607 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,176SSA,,,,,,,,
11134," 17,863,985 ", 7.714108 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M28LIB,,L04CME,,,,,,WTRCLC,,,224SSA,,,,B16CLC,,,,
11135, -   , 6.971741 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E18067,H10128,,M24LFO,,,,S05NSH,,,,,,,,,,,,,,,
11136, -   , 6.814686 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E18067,H10128,,M24LFO,,,,,,,,,,,,,,,,,,,
11137," 38,179,427 ", 5.813703 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E18067,H02115,,M24LFO,,,,S05NSH,,,,,,,,,,,,,,,
11138, -   , 6.308607 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,,,WTRCLC,,,176SSA,,,,B16CLC,,,,
11139, -   , 8.874503 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H04120,,,F07COU,L04CME,P18VHI,,,,,,,,,,,,B09COU,,,,
11140, -   , 8.904924 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H04120,,,F07COU,L04CME,P15MUN,,,,,,,,,,,,B09COU,B15MUN,,,
11141, -   , 9.792279 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H04120,,M33MUN,,L04CME,P18VHI,,,,,WTRCLC,,,,,,,B16CLC,B17MU2,,,
11142, -   , 6.304492 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,330SSA,,,,,,,,
11143, -   , 6.474901 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,331SSA,,,,,,,,
11144, -   , 6.474901 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,330SSA,331SSA,,,,,,,
11145, -   , 6.639955 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,S05NSH,,,,,,,332SSA,,,,,,,,
11146, -   , 6.482900 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,332SSA,,,,,,,,
11147," 7,101,418 ", 7.489311 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,177SSA,,,,,,,,
11148, -   , 7.714108 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M28LIB,,L04CME,,,,,,WTRCLC,,,225SSA,,,,B16CLC,,,,
11149, -   , 10.430624 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M52WAK,,,P20WAK,S05NSH,,,,,,,406SSA,,,,,,,,
11150, -   , 6.639955 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,S05NSH,,,,WTRCLC,,,332SSA,,,,B16CLC,,,,
11151, -   , 6.304492 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,330SSA,,,,B16CLC,,,,
11152, -   , 6.474901 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,330SSA,331SSA,,,B16CLC,,,,
11153," 40,960,424 ", 6.474901 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,331SSA,,,,B16CLC,,,,
11154," 5,464,527 ", 6.658255 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,S05NSH,,,,WTRCLC,,,332SSA,333SSA,,,B16CLC,,,,
11155, -   , 7.489311 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,178SSA,,,,,,,,
11156, -   , 7.595273 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,178SSA,,,,,,,,
11157, -   , 6.308607 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,178SSA,,,,,,,,
11158, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,304SSA,,,B16CLC,,,,
11159, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,305SSA,,,B16CLC,,,,
11160, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,306SSA,,,B16CLC,,,,
11161, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,307SSA,,,B16CLC,,,,
11162, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,308SSA,,,B16CLC,,,,
11163, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,309SSA,,,B16CLC,,,,
11164, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,310SSA,,,B16CLC,,,,
11165, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,311SSA,,,B16CLC,,,,
11166, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,312SSA,,,B16CLC,,,,
11167, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,313SSA,,,B16CLC,,,,
11168, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,314SSA,,,B16CLC,,,,
11169, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,315SSA,,,B16CLC,,,,
11170, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,316SSA,,,B16CLC,,,,
11171, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,317SSA,,,B16CLC,,,,
11172, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,318SSA,,,B16CLC,,,,
11173, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,319SSA,,,B16CLC,,,,
11174, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,320SSA,,,B16CLC,,,,
11175, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,321SSA,,,B16CLC,,,,
11176, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,322SSA,,,B16CLC,,,,
11177, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,323SSA,,,B16CLC,,,,
11178, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,324SSA,,,B16CLC,,,,
11179, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,325SSA,,,B16CLC,,,,
11180, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,326SSA,,,B16CLC,,,,
11181, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,327SSA,,,B16CLC,,,,
11182, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,328SSA,,,B16CLC,,,,
11183, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,329SSA,,,B16CLC,,,,
11184, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,266SSA,281SSA,,,B16CLC,,,,
11185, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,267SSA,281SSA,,,B16CLC,,,,
11186, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,268SSA,281SSA,,,B16CLC,,,,
11187, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,269SSA,281SSA,,,B16CLC,,,,
11188, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,270SSA,281SSA,,,B16CLC,,,,
11189, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,271SSA,281SSA,,,B16CLC,,,,
11190, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,272SSA,281SSA,,,B16CLC,,,,
11191, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,273SSA,281SSA,,,B16CLC,,,,
11192, -   , 9.113585 ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,274SSA,281SSA,,,B16CLC,,,,
