TCA, EAV , Rate ,CTY,FOR,TWP,RBT,COL,ESD,HSD,USD,MUN,FIR,LIB,PRK,SAN1,SAN2,MSQ,POR,WTR,TIF,TIF,SSA1,SSA2,SSA3,SSA4,SP1,SP2,SP3,SP4,Other
05084," 390,433 ", 12.370756 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M43RLB,F12GRL,L10LVI,,S03LRE,,,,WTRCLC,,,,,,,B16CLC,,,,
05085, -   , 14.001553 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E14046,H09127,,M43RLB,F12GRL,L10LVI,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,
05086, -   , 12.831479 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M43RLB,F12GRL,L10LVI,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,
05087, -   , 12.065727 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,261SSA,,,,B16CLC,,,,
05088, -   , 12.065727 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,262SSA,,,,B16CLC,,,,
05089, -   , 11.112160 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E09034,H03117,,M30LND,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,,,,,B16CLC,,,,
05090," 42,239 ", 13.186682 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M37OMC,F13LVI,L10LVI,,,,,,,,,342SSA,,,,,,,,
05091, -   , 10.324716 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M30LND,F13LVI,L10LVI,,,,,,WTRCLC,,,,,,,B16CLC,,,,
05092, 208 , 14.954707 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,,,,,B16CLC,,,,
05093, -   , 14.143461 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,,F13LVI,L10LVI,,S04LND,,,,,,,,,,,,,,,
05094, -   , 14.598635 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,,F13LVI,L10LVI,P13LND,S04LND,,,,,,,,,,,,,,,
05095, -   , 10.374833 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M30LND,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,,,,,B16CLC,,,,
05096," 4,418 ", 11.350338 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M46THL,F13LVI,L10LVI,,,,,,,,,,,,,,,,,
05097," 211,014 ", 11.659538 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,,F13LVI,L10LVI,P13LND,,,,,,,,,,,,,,,,
05098, -   , 11.928326 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E15050,H09127,,,F13LVI,L10LVI,P13LND,,,,,,,,,,,,B08050,,,,
05099, -   , 12.857624 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,,F13LVI,L10LVI,,,,,,,,,342SSA,,,,,,,,
05100, -   , 13.691973 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M37OMC,F13LVI,L10LVI,P13LND,S04LND,,,,,,,,,,,,,,,
05101," 16,425,972 ", 10.605336 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,M44RLH,F12GRL,L10LVI,P17RLA,S03LRE,,,,WTRCLC,,,346SSA,,,,B11124,B16CLC,,,
05102, -   , 14.093344 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,,F13LVI,L10LVI,,,,,,,,,263SSA,,,,,,,,
05103, -   , 14.548518 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,,F13LVI,L10LVI,P13LND,,,,,,,,263SSA,,,,,,,,
05104, -   , 14.904590 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,263SSA,,,,B16CLC,,,,
05105, -   , 14.877576 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M37OMC,F13LVI,L10LVI,P13LND,,,,,,,,,,,,,,,,
05106, -   , 13.236799 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M37OMC,F13LVI,L10LVI,,S04LND,,,,,,,,,,,,,,,
05107, -   , 14.449416 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M30LND,F13LVI,L10LVI,,,,,,WTRCLC,,,,,,,B16CLC,,,,
05108, -   , 10.756088 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E09034,H03117,,,F13LVI,L10LVI,,S04LND,,,,,,,,,,,,,,,
05109," 9,894,699 ", 10.605336 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,M44RLH,F12GRL,L10LVI,P17RLA,S03LRE,,,,WTRCLC,,,347SSA,,,,B11124,B16CLC,,,
05110, -   , 14.927693 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M37OMC,F13LVI,L10LVI,P13LND,S04LND,,,,,,,,,,,,,,,
05111, -   , 14.954707 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,263SSA,,,,B16CLC,,,,
05112, -   , 14.472519 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M37OMC,F13LVI,L10LVI,,S04LND,,,,,,,,,,,,,,,
05113, -   , 13.263813 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M30LND,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,,,,,B16CLC,,,,
05114," 1,671,438 ", 12.334515 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E15050,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,,,,,B08050,B16CLC,,,
05115, -   , 11.523269 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E15050,H09127,,,F13LVI,L10LVI,,S04LND,,,,,,,,,,,B08050,,,,
05116, -   , 11.709655 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,,F13LVI,L10LVI,P13LND,S04LND,,,,,,,,,,,,,,,
05117, -   , 13.641856 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M37OMC,F13LVI,L10LVI,P13LND,,,,,,,,342SSA,,,,,,,,
05118, -   , 13.691973 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M37OMC,F13LVI,L10LVI,P13LND,S04LND,,,,,,,342SSA,,,,,,,,
05119," 66,524,929 ", 11.291891 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05120," 32,325,560 ", 12.029218 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E09034,H03117,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05121," 9,758,367 ", 10.308523 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,,F13LVI,L10LVI,,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05122," 37,647,245 ", 8.912822 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E11037,H06124,,,F13LVI,L10LVI,,,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05123, -   , 9.794301 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,,F13LVI,L10LVI,,S03LRE,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05124, -   , 8.912822 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E11037,H06124,,,F13LVI,L10LVI,,S02FLH,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05125, -   , 10.308523 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,,F13LVI,L10LVI,,S02FLH,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05126," 104,097,653 ", 11.169886 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05127," 13,283,719 ", 12.405606 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05128," 108,062,649 ", 14.058866 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05129," 79,088 ", 11.119769 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05130," 77,085,355 ", 11.907213 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E09034,H03117,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05131, -   , 10.522162 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,,F13LVI,L10LVI,,S03LRE,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05132," 703,535 ", 9.126461 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E11037,H06124,,,F13LVI,L10LVI,,S03LRE,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05133," 16,116,865 ", 11.505530 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M25LVI,F13LVI,L10LVI,,S03LRE,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05134," 3,750,092 ", 10.564030 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05135," 46,788,244 ", 12.527611 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05136," 165,413 ", 12.741250 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M25LVI,F13LVI,L10LVI,,S03LRE,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05137," 24,656,357 ", 10.777669 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,M25LVI,F13LVI,L10LVI,,S03LRE,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05138," 4,829,135 ", 12.355489 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05139, -   , 11.857096 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E09034,H03117,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05140, -   , 13.415612 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M25LVI,F13LVI,L10LVI,P17RLA,S03LRE,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05141, -   , 11.452031 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,M25LVI,F13LVI,L10LVI,P17RLA,S03LRE,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05142, -   , 13.201973 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M25LVI,F13LVI,L10LVI,P17RLA,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05143, -   , 11.342008 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M25LVI,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05144," 256,714 ", 14.008749 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05145," 630,122 ", 15.244469 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05146," 1,662,769 ", 12.116816 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E09034,H03117,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,,,149SSA,154SSA,,,B16CLC,,,,
05147, -   , 12.624277 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E15050,H09127,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,154SSA,,,,B08050,B16CLC,,,
05148, -   , 13.384997 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M43RLB,F12GRL,L10LVI,P17RLA,S03LRE,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05149, -   , 11.452039 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E09034,H03117,,M30LND,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05150," 38,999,623 ", 15.294586 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05151," 115,609 ", 10.714712 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M30LND,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05152, -   , 11.999417 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05153, -   , 15.294586 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,154SSA,263SSA,,,B16CLC,,,,
05154, -   , 13.603692 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M30LND,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05155," 60,152 ", 12.674394 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E15050,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,154SSA,,,,B08050,B16CLC,,,
05156, -   , 11.238392 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,M25LVI,F13LVI,L10LVI,P17RLA,,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05157, -   , 11.421416 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,M43RLB,F12GRL,L10LVI,P17RLA,S03LRE,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05158, -   , 11.879341 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E15050,H09127,,M30LND,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,,,,,B08050,B16CLC,,,
05159," 8,858,826 ", 11.291891 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,X23TIF,,154SSA,,,,B16CLC,,,,
05160, -   , 13.362915 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,,,,,B16CLC,,,,
05161, -   , 12.907741 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,,F13LVI,L10LVI,,S04LND,,,,,,,,,,,,,,,
05162, -   , 13.702794 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,,F13LVI,L10LVI,P13LND,S04LND,,,,,,,154SSA,,,,,,,,
05163," 19,035,668 ", 14.001553 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E14046,H09127,,M43RLB,F12GRL,L10LVI,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
05164, -   , 14.031852 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M37OMC,F13LVI,L10LVI,P13LND,S04LND,,,,,,,154SSA,,,,,,,,
05165," 80,536 ", 11.291891 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,X66TIF,,154SSA,,,,B16CLC,,,,
05166," 675,470 ", 12.527611 ,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,X66TIF,,154SSA,,,,B16CLC,,,,
06001, -   , 8.555375 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M10FLA,,L06FLA,,,,,,,,,,,,,B11124,,,,
06002, -   , 8.769014 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M10FLA,,L06FLA,,S03LRE,,,,,,,,,,,B11124,,,,
06003, -   , 9.191667 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M10FLA,,L06FLA,,,,,,,,,,,,,B07038,B11124,,,
06004, 306 , 10.286691 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M42RLA,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,,,,,B07038,B11124,B16CLC,,
06005, -   , 8.921457 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E32114,H06124,,M10FLA,,L06FLA,,,,,,,,,,,,,B11124,,,,
06006, -   , 9.377841 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,,,U04118,,F09FLA,L06FLA,,,,,,,,,,,,,,,,,
06007," 89,023,642 ", 8.535144 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,,F09FLA,L06FLA,,S03LRE,,,,,,,,,,,B11124,,,,
06008," 932,255 ", 9.553928 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E05015,H06124,,,F09FLA,L06FLA,,,,,,,,,,,,,B11124,,,,
06009," 30,158,578 ", 8.321505 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,,F09FLA,L06FLA,,,,,,,,,,,,,B11124,,,,
06010, -   , 10.280888 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M42RLA,F09FLA,L11RLA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B11124,B16CLC,,,
06011," 45,875,497 ", 8.957797 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,,F09FLA,L06FLA,,,,,,,,,,,,,B07038,B11124,,,
06012, -   , 10.917180 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M42RLA,F09FLA,L11RLA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B07038,B11124,B16CLC,,
06013," 74,107,817 ", 9.171436 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,,F09FLA,L06FLA,,S03LRE,,,,,,,,,,,B07038,B11124,,,
06014," 7,350,320 ", 8.687587 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E32114,H06124,,,F09FLA,L06FLA,,,,,,,,,,,,,B11124,,,,
06015," 132,392 ", 12.336639 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,,F09FLA,L06FLA,,S03LRE,,,,,,,,,,,,,,,
06016," 164,142 ", 12.123000 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,,F09FLA,L06FLA,,,,,,,,,,,,,,,,,
06017, -   , 9.632159 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,,F09FLA,L06FLA,P17RLA,,,,,,,,,,,,B07038,B11124,,,
06018," 7,373,566 ", 9.845798 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,,F09FLA,L06FLA,P17RLA,S03LRE,,,,,,,,,,,B07038,B11124,,,
06019, -   , 9.405306 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M10FLA,,L06FLA,,S03LRE,,,,,,,,,,,B07038,B11124,,,
06020," 52,209 ", 10.747414 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M42RLA,F09FLA,L06FLA,P17RLA,,,,,WTRCLC,,,,,,,B07038,B11124,B16CLC,,
06021," 24,936,169 ", 10.961053 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M42RLA,F09FLA,L06FLA,P17RLA,S03LRE,,,,WTRCLC,,,,,,,B07038,B11124,B16CLC,,
06022," 6,208,343 ", 9.951816 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E05015,H06124,,M27LAK,F09FLA,L06FLA,,,,,,,,,,,,,B11124,,,,
06023," 29,502,944 ", 9.355685 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M27LAK,F09FLA,L06FLA,,,,,,,,,,,,,B07038,B11124,,,
06024, -   , 9.775729 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,,,U04118,M27LAK,F09FLA,L06FLA,,,,,,,,,,,,,,,,,
06025," 3,846,785 ", 13.011001 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,,F09FLA,L06FLA,P17RLA,S03LRE,,,,,,,,,,,,,,,
06026, -   , 12.797362 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,,F09FLA,L06FLA,P17RLA,,,,,,,,,,,,,,,,
06027," 2,033,837 ", 9.524297 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E05015,H12156,,,F09FLA,L06FLA,,,,,,,,,,,,,,,,,
06028, -   , 10.073052 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M42RLA,F09FLA,L06FLA,,,,,,WTRCLC,,,,,,,B07038,B11124,B16CLC,,
06029, -   , 9.569324 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M27LAK,F09FLA,L06FLA,,S03LRE,,,,,,,,,,,B07038,B11124,,,
06030, -   , 10.494527 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M42RLA,F09FLA,L11RLA,P17RLA,S03LRE,S07RLA,,,WTRCLC,,,,,,,B11124,B16CLC,,,
06031, -   , 9.845798 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,,F09FLA,L06FLA,P17RLA,S03LRE,,,,,,,,,,,B03RLB,B07038,B11124,,
06032," 1,315,247 ", 10.298453 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E05015,H06124,,M48VOL,F09FLA,L06FLA,,,,,,WTRCLC,,,,,,,B11124,B16CLC,,,
06033," 256,402 ", 9.702322 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M48VOL,F09FLA,L06FLA,,,,,,WTRCLC,,,,,,,B07038,B11124,B16CLC,,
06034," 19,932,284 ", 9.915961 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M48VOL,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,,,,,B07038,B11124,B16CLC,,
06035," 31,021 ", 9.436760 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M42RLA,F09FLA,L06FLA,,,,,,WTRCLC,,,,,,,B11124,B16CLC,,,
06036, -   , 9.650399 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M42RLA,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,,,,,B11124,B16CLC,,,
06037, -   , 9.377841 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,,,U04118,,F09FLA,L06FLA,,,,,,,,,247SSA,,,,,,,,
06038, -   , 9.553928 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E05015,H06124,,,F09FLA,L06FLA,,,,,,,,,247SSA,,,,B11124,,,,
06039, -   , 8.957797 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,,F09FLA,L06FLA,,,,,,,,,247SSA,,,,B07038,B11124,,,
06040, -   , 9.355685 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M27LAK,F09FLA,L06FLA,,,,,,,,,247SSA,,,,B07038,B11124,,,
06041, -   , 9.775729 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,,,U04118,M27LAK,F09FLA,L06FLA,,,,,,,,,247SSA,,,,,,,,
06042, -   , 9.436760 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M42RLA,F09FLA,L06FLA,,S07RLA,,,,WTRCLC,,,,,,,B11124,B16CLC,,,
06043, -   , 9.951816 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E05015,H06124,,M27LAK,F09FLA,L06FLA,,,,,,,,,247SSA,,,,B11124,,,,
06044, -   , 8.921457 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E32114,H06124,,M10FLA,,L06FLA,,,,,,,X12TIF,,,,,,B11124,,,,
06045, -   , 9.915961 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M48VOL,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,396SSA,,,,B07038,B11124,B16CLC,,
06046," 1,050 ", 13.081164 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,M48VOL,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,,,,,B16CLC,,,,
06047, -   , 12.867525 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,M48VOL,F09FLA,L06FLA,,,,,,WTRCLC,,,,,,,B16CLC,,,,
06048, -   , 13.451894 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,M42RLA,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,,,,,B16CLC,,,,
06049," 10,351 ", 14.126256 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,M42RLA,F09FLA,L06FLA,P17RLA,S03LRE,,,,WTRCLC,,,,,,,B16CLC,,,,
06050," 45,094 ", 13.238255 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,M42RLA,F09FLA,L06FLA,,,,,,WTRCLC,,,,,,,B16CLC,,,,
06051, -   , 13.912617 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,M42RLA,F09FLA,L06FLA,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
06052, -   , 8.385511 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,,,L06FLA,,S06NMO,,,,,,,,,,,B07038,B11124,,,
06053," 14,134,673 ", 9.386509 ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M27LAK,F09FLA,L06FLA,,S06NMO,,,,,,,247SSA,,,,B07038,B11124,,,
