Taxyr,Auth,Name,Rate,Class,EAV
2020,110SSA,BARRINGTON SSA #1,0.1,COM,5179465
2020,110SSA,BARRINGTON SSA #1,0.1,RES,312554
2020,112SSA,BARRINGTON SSA #3,0.200816,RES,14934100
2020,149SSA,LAKE COUNTY SSA #8,0.087598,COM,4417515
2020,149SSA,LAKE COUNTY SSA #8,0.087598,FA,398232
2020,149SSA,LAKE COUNTY SSA #8,0.087598,FB,151230
2020,149SSA,LAKE COUNTY SSA #8,0.087598,IND,61341
2020,149SSA,LAKE COUNTY SSA #8,0.087598,O,246796
2020,149SSA,LAKE COUNTY SSA #8,0.087598,RES,51767733
2020,154SSA,LAKE COUNTY SPECIAL SERVICE AREA 16,0.339879,COM,64208891
2020,154SSA,LAKE COUNTY SPECIAL SERVICE AREA 16,0.339879,FA,1138809
2020,154SSA,LAKE COUNTY SPECIAL SERVICE AREA 16,0.339879,FB,149936
2020,154SSA,LAKE COUNTY SPECIAL SERVICE AREA 16,0.339879,IND,8542312
2020,154SSA,LAKE COUNTY SPECIAL SERVICE AREA 16,0.339879,RES,683226871
2020,156SSA,DEER PARK SSA #10,4.760138,COM,9295672
2020,164SSA,DEER PARK SSA #8,2.569285,COM,25042786
2020,165SSA,DEER PARK SSA #9,2.651892,COM,28956283
2020,165SSA,DEER PARK SSA #9,2.651892,FB,2421
2020,166SSA,FOX RIVER GROVE SSA - GARDNER TERRACE,0.04244,RES,6924482
2020,167SSA,FOX RIVER GROVE SSA - HUNTERS FARM,0.096574,RES,14433897
2020,168SSA,FOX RIVER GROVE SSA - TALON SUB,0.110511,COM,2714686
2020,180SSA,HAWTHORN WOODS SSA #1,0.23025,COM,592231
2020,180SSA,HAWTHORN WOODS SSA #1,0.23025,RES,115513903
2020,181SSA,HAWTHORN WOODS SSA #2,0.124546,COM,6079102
2020,181SSA,HAWTHORN WOODS SSA #2,0.124546,FA,295622
2020,181SSA,HAWTHORN WOODS SSA #2,0.124546,FB,31178
2020,181SSA,HAWTHORN WOODS SSA #2,0.124546,IND,153281
2020,181SSA,HAWTHORN WOODS SSA #2,0.124546,RES,208057971
2020,182SSA,HAWTHORN WOODS SSA #3,0.231797,FA,384343
2020,182SSA,HAWTHORN WOODS SSA #3,0.231797,FB,12511
2020,182SSA,HAWTHORN WOODS SSA #3,0.231797,RES,114900553
2020,184SSA,HAINESVILLE SSA #1,0.100604,COM,2192
2020,184SSA,HAINESVILLE SSA #1,0.100604,RES,24966226
2020,205SSA,HIGHLAND PARK SSA 17,1.8056,COM,4958735
2020,205SSA,HIGHLAND PARK SSA 17,1.8056,RES,25760
2020,206SSA,HIGHLAND PARK SSA #18,0.138305,COM,28278389
2020,206SSA,HIGHLAND PARK SSA #18,0.138305,IND,303051
2020,223SSA,LIBERTYVILLE SSA #1,0.157621,RES,13405222
2020,240SSA,LAKE FOREST SSA #39,0.509756,RES,770456
2020,248SSA,LAKE ZURICH SSA #10,0.041803,RES,2392214
2020,253SSA,LAKE ZURICH SSA #16,2.984469,RES,58976
2020,256SSA,LAKE ZURICH SSA #8,0.117865,RES,8565702
2020,257SSA,LAKE ZURICH SSA #9,0.213466,COM,1364887
2020,257SSA,LAKE ZURICH SSA #9,0.213466,RES,4233214
2020,280SSA,METTAWA SSA #7,0.134617,RES,2971396
2020,281SSA,METTAWA SSA #9,0.620206,RES,4586802
2020,282SSA,METTAWA SSA #10,0.523434,FA,668662
2020,283SSA,METTAWA SSA #11,0.59821,FA,668662
2020,285SSA,METTAWA SSA #14,0.082654,RES,2637556
2020,331SSA,METTAWA SSA #3,0.170409,COM,40960424
2020,332SSA,METTAWA SSA #4,0.178408,COM,6057983
2020,333SSA,METTAWA SSA #5,0.0183,COM,5356840
2020,370SSA,RIVERWOODS SSA #19,0.501088,RES,7774276
2020,393SSA,VOLO SSA #14,5.81015,COM,2861713
2020,393SSA,VOLO SSA #14,5.81015,FA,162094
2020,393SSA,VOLO SSA #14,5.81015,FB,14223
2020,393SSA,VOLO SSA #14,5.81015,RES,117827
2020,412SSA,HIGHLAND PARK SSA #19,0.129725,COM,81556370
2020,412SSA,HIGHLAND PARK SSA #19,0.129725,IND,1166
2020,412SSA,HIGHLAND PARK SSA #19,0.129725,RES,437681
