TCA, EAV , Rate ,COL,ESD,HSD,USD,MUN,FIR,LIB,PRK,SAN,MSQ,WTR,TIF,SSA1,SSA2,SSA3,SSA4,
9004, -   , -   ,532,,,60,,BCHPK,,,NOSHR,,,,,,,,
9005, -   , -   ,532,,,60,,BCHPK,,WKGN,NOSHR,,,,,,,,
9006,"11,674,388",10.063105,532,,,60,,WRWKG,WNNPT,,NOSHR,,,,,,,,
9007, -   , -   ,532,,,60,,BCHPK,WNNPT,,NOSHR,,,,,,,,
9008,"496,481",12.326406,532,,,60,WKGN,,,,NOSHR,,,,,,,,
9009,"428,990",11.353236,532,,,60,,BCHPK,,WKGN,NOSHR,,,,,,,,
9011, -   , -   ,532,,,187,,,,FOSS,NOSHR,,,,,,,,
9012,"687,812,572",13.272616,532,,,60,WKGN,,,WKGN,NOSHR,,,,,,,,
9013, -   , -   ,532,,,60,GRNEE,,WNNPT,,NOSHR,,CLCJA,,,,,,
9014,"431,788",9.752423,532,,,60,,WRWKG,,,NOSHR,,,,,,,,
9015,"134,457",10.107181,532,,,60,GRNEE,,WNNPT,GRNEE,NOSHR,,CLCJA,,,,,,
9016,"20,451,344",13.12049,532,,,60,WKGN,,,FOSS,NOSHR,,,,,,,,
9017,"10,903,402",11.116896,532,,,60,PKCTY,WRWKG,WNNPT,,NOSHR,,,,,,,,
9018,"1,248,421",10.698633,532,,,60,,WRWKG,,WKGN,NOSHR,,,,,,,,
9020, -   , -   ,532,,,60,WKGN,,,WKGN,NOSHR,,,,,,,,
9021,"397,948",12.063106,532,,,60,PKCTY,WRWKG,WNNPT,WKGN,NOSHR,,,,,,,,
9022,"1,733,908",11.009315,532,,,60,,WRWKG,WNNPT,WKGN,NOSHR,,,,,,,,
9023, -   ,13.272616,532,,,60,WKGN,,,WKGN,NOSHR,,,WKGN1,,,,,
9024,"3,807,307",17.217004,532,,,187,NOCHI,,,FOSS,NOSHR,,,NOCHI,,,,,
9025,"9,352,805",14.232384,532,,,187,WKGN,,,FOSS,NOSHR,,,,,,,,
9026,"7,994",10.407026,532,,,60,BCHPK,BCHPK,,,NOSHR,,,,,,,,
9027, -   , -   ,532,,,60,BCHPK,BCHPK,,WKGN,NOSHR,,,,,,,,
9028,"16,026,311",10.717708,532,,,60,BCHPK,BCHPK,WNNPT,,NOSHR,,,,,,,,
9029, -   , -   ,532,,,60,BCHPK,BCHPK,,WKGN,NOSHR,,,,,,,,
9030, -   , -   ,532,,,60,BCHPK,WRWKG,WNNPT,,NOSHR,,,,,,,,
9031, -   , -   ,532,,,60,BCHPK,WRWKG,,,NOSHR,,,,,,,,
9032, -   , -   ,532,3,126,,BCHPK,BCHPK,,WKGN,NOSHR,,,,,,,,
9033, -   , -   ,532,,,60,WKGN,,,WKGN,NOSHR,,,WKGN2,,,,,
9034, -   , -   ,532,,,60,BCHPK,BCHPK,ZNBEN,WKGN,NOSHR,,,,,,,,
9035,"20,342,824",11.736207,532,,,60,BCHPK,BCHPK,ZNBEN,WKGN,NOSHR,,,,,,,,
9036, -   , -   ,532,3,126,,BCHPK,BCHPK,ZNBEN,WKGN,NOSHR,,,,,,,,
9037, -   , -   ,532,,,60,,BCHPK,ZNBEN,WKGN,NOSHR,,,,,,,,
9038, -   , -   ,532,,,60,WKGN,,,WKGN,NOSHR,,,,WKGN2,,,,
9039, -   , -   ,532,,,60,,WRWKG,,,NOSHR,,,,WKGN2,,,,
9040, -   , -   ,532,,,60,WKGN,,,,NOSHR,,,,WKGN2,,,,
9041, -   , -   ,532,,,60,WKGN,,,WKGN,NOSHR,,,WKGN3,,,,,
9042, -   , -   ,532,,,60,,WRWKG,WNNPT,GRNEE,NOSHR,,,,,,,,
9043,"190,778",12.82677,532,,,60,WKGN,,,GRNEE,NOSHR,,,,,,,,
9044,"200,435",10.553027,532,,,60,GRNEE,,WNNPT,WKGN,NOSHR,,CLCJA,,,,,,
9045, -   ,13.272616,532,,,60,WKGN,,,WKGN,NOSHR,,,WKGN4,,,,,
9046, -   , -   ,532,,,60,WKGN,,,WKGN,NOSHR,,,WKGN1/4,,,,,
9047, -   , -   ,532,,,60,BCHPK,BCHPK,ZNBEN,WKGN,NOSHR,,,BCPK1,,,,,
9048,"1,507,339",11.736207,532,,,60,BCHPK,BCHPK,ZNBEN,WKGN,NOSHR,,,BCPK1,,,,,
9049, -   , -   ,532,3,126,,BCHPK,BCHPK,ZNBEN,WKGN,NOSHR,,,,,,,,
9051,"7,283",13.728904,532,,,60,WKGN,WRWKG,,WKGN,NOSHR,,,,,,,,
9052, -   , -   ,532,,,60,GRNEE,WRWKG,WNNPT,WKGN,NOSHR,,CLCJA,,,,,,
9053,"13,510",14.174785,532,3,126,,BCHPK,BCHPK,ZNBEN,WKGN,NOSHR,,,,,,,,
9054, -   , -   ,532,,,60,GRNEE,WRWKG,WNNPT,,NOSHR,,CLCJA,,,,,,
9055,"653,112",11.736207,532,,,60,BCHPK,BCHPK,ZNBEN,WKGN,NOSHR,,,BCPK2,,,,,
9056,"1,623,079",10.717708,532,,,60,BCHPK,BCHPK,WNNPT,,NOSHR,,,BCPK4,,,,,
9057, -   ,10.407026,532,,,60,BCHPK,BCHPK,,,NOSHR,,,BCPK4,,,,,
9058, -   , -   ,532,,,60,,WRWKG,WNNPT,,NOSHR,,,BCPK4,,,,,
9059,"335,104",10.063105,532,,,60,BCHPK,WRWKG,WNNPT,,NOSHR,,,BCPK4,,,,,
9060, -   , -   ,532,,,60,BCHPK,WRWKG,,,NOSHR,,,BCPK4,,,,,
9061,"3,073,918",13.272616,532,,,60,WKGN,,,WKGN,NOSHR,,,WKGN9,,,,,
9062,"13,410,345",13.272616,532,,,60,WKGN,,,WKGN,NOSHR,,,WKGN8,,,,,
9063,"3,157,648",13.272616,532,,,60,WKGN,,,WKGN,NOSHR,,,WKGN7,,,,,
10001,"6,623",11.539206,532,,,187,,RKLND,,FOSS,NOSHR,,,,,,,,
10003,"13,710",10.536942,532,,,187,,,,LKBLF,NOSHR,,,,,,,,
10004, -   , -   ,532,67,115,,LKFOR,,,,NOSHR,,,,LKFR1,,,,
10005,"29,112",10.85486,532,,,187,,,,FOSS,NOSHR,,,,,,,,
10006,"511,236",5.720411,532,65,115,,,,,LKBLF,NOSHR,LKBLF,,,,,,,
10007,"4,194,056",6.404757,532,65,115,,,RKLND,,LKBLF,NOSHR,LKBLF,,,,,,,
10008,"5,225,927",6.038329,532,65,115,,,,,FOSS,NOSHR,LKBLF,,,,,,,
10009,"50,220,391",16.869751,532,,,187,NOCHI,,,FOSS,NOSHR,,,,,,,,
10010,"13,040,534",6.785322,532,65,115,,LKBLF,,,FOSS,NOSHR,LKBLF,CLCJA,,,,,,
10011,"546,098,886",6.467404,532,65,115,,LKBLF,,,LKBLF,NOSHR,LKBLF,CLCJA,,,,,,
10012, -   ,11.615844,532,,,187,LKBLF,,,FOSS,NOSHR,LKBLF,CLCJA,,,,,,
10013, -   , -   ,532,67,115,,LKFOR,,,LKBLF,NOSHR,,,,,,,,
10014,"1,121,502,073",5.30115,532,67,115,,LKFOR,,,,NOSHR,,,,,,,,
10015,"1,947,401",5.14794,532,67,115,,LKFOR,,,,,,,,,,,,
10016, -   ,16.551833,532,,,187,NOCHI,,,LKBLF,NOSHR,,,,,,,,
10017,"2,150,931",11.735302,532,65,115,,NOCHI,,,LKBLF,NOSHR,LKBLF,,,,,,,
10018, -   ,10.868851,532,,,187,,,,FOSS,NOSHR,LKBLF,,,,,,,
10019, -   ,11.235279,532,,,187,,RKLND,,LKBLF,NOSHR,LKBLF,,,,,,,
10020, -   ,16.883742,532,,,187,NOCHI,,,FOSS,NOSHR,LKBLF,,,,,,,
10021,"5,527,391",16.565824,532,,,187,NOCHI,,,LKBLF,NOSHR,LKBLF,,,,,,,
10022, -   ,16.565824,532,,,187,NOCHI,,,LKBLF,NOSHR,LKBLF,,,,,,,
10023,"101,934",11.297926,532,,,187,LKBLF,,,LKBLF,NOSHR,LKBLF,CLCJA,,,,,,
10024, -   , -   ,532,67,115,,LKFOR,,,,,,,,LKFR2,,,,
10025, -   , -   ,532,67,115,,LKFOR,,,,NOSHR,,,,LKFR2,,,,
10026,"9,683,802",13.885131,532,,,187,WKGN,,,FOSS,NOSHR,,,,,,,,
10027, -   , -   ,532,67,115,,LKFOR,,,,NOSHR,,,,LKFR3,,,,
10028,"6,217,583",16.869751,532,,,187,NOCHI,,,FOSS,NOSHR,,,NOCHI,,,,,
10029,"61,313,020",6.404757,532,65,115,,,RKLND,,LKBLF,NOSHR,LKBLF,CLCJA,,,,,,
10030, -   , -   ,532,,,187,NOCHI,,,LKBLF,NOSHR,LKBLF,CLCJA,,,,,,
10031, -   , -   ,532,65,115,,NOCHI,,,LKBLF,NOSHR,LKBLF,CLCJA,,,,,,
10032, -   , -   ,532,65,115,,,,,LKBLF,NOSHR,LKBLF,CLCJA,,,,,,
10033, -   , -   ,532,65,115,,LKBLF,,,LKBLF,NOSHR,LKBLF,CLCJA,,LKBF1,,,,
10034,"133,755",6.495477,532,65,115,,GRNOK,RKLND,,LKBLF,NOSHR,LKBLF,CLCJA,,,,,,
10035, -   , -   ,532,65,115,,GRNOK,RKLND,,LKBLF,NOSHR,LKBLF,,,,,,,
10036,"4,613,563",5.924159,532,65,115,,,ARDSN,,LKBLF,NOSHR,LKBLF,,,,,,,
10037,"8,703,976",5.864311,532,65,115,,,ARDSS,,LKBLF,NOSHR,LKBLF,,,,,,,
10038, -   ,6.998641,532,65,115,,LKFOR,,,LKBLF,NOSHR,LKBLF,,,,,,,
10039, -   , -   ,532,65,115,,LKFOR,,,LKBLF,NOSHR,LKBLF,CLCJA,,,,,,
10040,"22,588,000",7.09466,532,65,115,,LKBLF*,RKLND,,LKBLF,NOSHR,LKBLF,,,,,,,
10041,"51,394",7.09466,532,65,115,,LKBLF*,RKLND,,LKBLF,NOSHR,LKBLF,CLCJA,,,,,,
10042, -   , -   ,532,67,115,,LKFOR,,,,NOSHR,,,,LKF23,,,,
10043, -   , -   ,532,67,115,,LKFOR,,,,NOSHR,,,,LKF15,,,,
10044,"11,353,655",5.30115,532,67,115,,LKFOR,,,,NOSHR,,,,LKF25,,,,
10045,"2,530,781",5.30115,532,67,115,,LKFOR,,,,NOSHR,,,,LKF26,,,,
10046, -   , -   ,532,67,115,,LKFOR,,,,NOSHR,,,,LKFR1,LKFRR,,,
10047, -   , -   ,532,67,115,,LKFOR,,,,NOSHR,,,,LKF24,,,,
10048,"15,000,457",11.252912,532,,,187,NOCHI*,,,FOSS,NOSHR,,,,,,,,
10049, -   , -   ,532,,,187,NOCHI*,,,LKBLF,NOSHR,,,,,,,,
10050, -   , -   ,532,67,115,,LKFOR,,,,NOSHR,,,,LKF36,,,,
10052, -   , -   ,532,65,115,,LKFOR,,,LKBLF,NOSHR,LKBLF,CLCJA,,LKF36,,,,
10053, -   , -   ,532,,,187,NOCHI,,,FOSS,NOSHR,,,NOCH1/2,,,,,
10054, -   , -   ,532,65,115,,NOCHI,RKLND,,LKBLF,NOSHR,LKBLF,,,,,,,
10055,"1,524",16.869751,532,,,187,NOCHI,,,FOSS,NOSHR,,,NOCH2,,,,,
10056,"2,292,321",5.30115,532,67,115,,LKFOR,,,,NOSHR,,,,LKF38,,,,
10057, -   , -   ,532,,,187,NOCHI,RKLND,,FOSS,NOSHR,,,,,,,,
10058, -   , -   ,532,,,187,NOCHI,RKLND,,LKBLF,NOSHR,LKBLF,,,,,,,
10059, -   , -   ,532,67,115,,LKFOR,,,,NOSHR,,,,LKFRR,,,,
10060,"856,886",5.759489,532,67,115,,LKFOR,,,,NOSHR,,,,LKF39,,,,
10061,"90,630",5.30115,532,67,115,,LKFOR,,,,NOSHR,,,LKFR2,,,,,
10062,"5,400,874",5.30115,532,67,115,,LKFOR,,,,NOSHR,,,,LKF40,,,,
10063,"886,220",16.869751,532,,,187,NOCHI,,,FOSS,NOSHR,,,NOCH3,,,,,
10064,"2,597",11.735302,532,65,115,,NOCHI,,,LKBLF,NOSHR,LKBLF,,NOCH3,,,,,
10065,"2,610,031",16.565824,532,,,187,NOCHI,,,LKBLF,NOSHR,LKBLF,,NOCH3,,,,,
10066, -   , -   ,532,,,187,NOCHI,,,LKBLF,NOSHR,LKBLF,CLCJA,NOCH3,,,,,
10067, -   , -   ,532,65,115,,NOCHI,,,LKBLF,NOSHR,LKBLF,CLCJA,NOCH3,,,,,
11002, -   , -   ,532,73,120,,MUNDL,,CKMEM,,,,CLCJA,,,,,,
11003,"105,929,900",9.877637,532,73,120,,MUNDL,,CKMEM,MUNDL,,,CLCJA,,,,,,
11004, -   , -   ,532,75,120,,MUNDL,,CKMEM,MUNDL,,,CLCJA,,,,,,
11005,"48,793,201",10.610539,532,76,120,,MUNDL,,CKMEM,MUNDL,,,CLCJA,,,,,,
11007,"634,235",6.157244,532,72,128,,,LIBVL,CKMEM,,NOSHR,,,,,,,,
11008, -   ,6.249945,532,72,128,,METWA,LIBVL,CKMEM,,NOSHR,,,,,,,,
11009, -   , -   ,532,73,120,,,CNTSD,CKMEM,MUNDL,,,,,,,,,
11010, -   , -   ,532,65,115,,,LIBVL,CKMEM,,NOSHR,LKBLF,,,,,,,
11011, -   ,8.676953,532,73,128,,VRNHL,LIBVL,CKMEM,VRNHL,,,CLCJA,,,,,,
11012,"473,930,893",8.808468,532,73,128,,VRNHL,CNTSD,CKMEM,VRNHL,,,CLCJA,,,,,,
11013, -   , -   ,532,73,128,,,CNTSD,CKMEM,VRNHL,,,,,,,,,
11014, -   , -   ,532,72,128,,,LIBVL,CKMEM,,NOSHR,LKBLF,,,,,,,
11017, -   , -   ,532,73,120,,,CNTSD,CKMEM,,,,,,,,,,
11018,"932,515",10.491593,532,70,128,,WKGN,,,WKGN,,,,,,,,,
11020,"4,702,443",9.644991,532,76,120,,,CNTSD,CKMEM,MUNDL,,,,,,,,,
11024,"709,887",8.845825,532,70,120,,MUNDL,,CKMEM,MUNDL,,,CLCJA,,,,,,
11033, -   , -   ,532,65,115,,,LIBVL,CKMEM,,,LKBLF,,,,,,,
11037,"39,148,568",10.364508,532,68,128,,WKGN,,,WKGN,,,,,,,,,
11038,"956,527,248",7.447683,532,70,128,,LIBVL,,CKMEM,,,,CLCJA,,,,,,
11039,"110,668,174",7.260303,532,68,128,,,LIBVL,CKMEM,,NOSHR,,,,,,,,
11040,"11,900,509",7.107093,532,68,128,,,LIBVL,CKMEM,,,,,,,,,,
11041,"64,432,890",7.234178,532,70,128,,,LIBVL,CKMEM,,,,,,,,,,
11042,"817,431",7.326879,532,70,128,,METWA,LIBVL,CKMEM,,,,,,,,,,
11043,"115,549",6.004034,532,72,128,,,LIBVL,CKMEM,,,,,,,,,,
11044, -   ,8.26599,532,73,128,,,LIBVL,CKMEM,,,,,,,,,,
11045,"11,191,719",8.358691,532,73,128,,METWA,LIBVL,CKMEM,,,,,,,,,,
11046,"5,308,390",6.096735,532,72,128,,METWA,LIBVL,CKMEM,,,,,,,,,,
11047, -   ,8.397505,532,73,128,,,CNTSD,CKMEM,,,,,,,,,,
11048,"699,343",7.324898,532,70,128,,GRNOK,LIBVL,CKMEM,,,,,,,,,,
11049, -   , -   ,532,68,128,,,RKLND,CKMEM,,NOSHR,LKBLF,,,,,,,
11050,"44,298,761",9.836623,532,73,128,,MUNDL,,CKMEM,MUNDL,,,CLCJA,,,,,,
11051,"159,861,788",7.197813,532,68,128,,GRNOK,LIBVL,CKMEM,,,,,,,,,,
11052, -   , -   ,532,72,128,,,LIBVL,CKMEM,,,LKBLF,,,,,,,
11053, -   ,7.121084,532,68,128,,,LIBVL,CKMEM,,,LKBLF,,,,,,,
11054,"38,956,375",7.274294,532,68,128,,,LIBVL,CKMEM,,NOSHR,LKBLF,,,,,,,
11055,"190,568,552",8.479495,532,73,128,,LIBVL,,CKMEM,,,,CLCJA,,,,,,
11056,"4,059,166",6.094754,532,72,128,,GRNOK,LIBVL,CKMEM,,,,,,,,,,
11057,"26,598,188",7.488697,532,70,120,,LIBVL,,CKMEM,,,,CLCJA,,,,,,
11058, -   ,12.556128,532,68,128,,NOCHI,,,,NOSHR,,,,,,,,
11059, -   , -   ,532,68,128,,NOCHI,,,,,,,,,,,,
11060,"1,103,828",12.570119,532,68,128,,NOCHI,,,,NOSHR,LKBLF,,,,,,,
11061, -   , -   ,532,65,115,,,LIBVL,CKMEM,,NOSHR,LKBLF,,,,,,,
11062, -   , -   ,532,68,128,,GRNOK,LIBVL,CKMEM,,,,,,GNOK1,,,,
11063, -   , -   ,532,68,128,,,LIBVL,CKMEM,WKGN,NOSHR,,,,,,,,
11064, -   , -   ,532,68,128,,,LIBVL,CKMEM,WKGN,,,,,,,,,
11065, -   , -   ,532,76,120,,MUNDL,,CKMEM,MUNDL,,,CLCJA,,,,,,
11066, -   , -   ,532,65,115,,,RKLND,CKMEM,,NOSHR,LKBLF,,,,,,,
11067,"485,455",9.418298,532,68,128,,WKGN,,,,,,,,,,,,
11068, -   , -   ,532,70,128,,RLPRK,LIBVL,CKMEM,,,,CLCJA,,,,,,
11069,"50,000,528",10.888865,532,75,120,,MUNDL,,FREMT,MUNDL,,,CLCJA,,,,,,
11070,"21,423,171",10.683224,532,76,120,,MUNDL,,FREMT,MUNDL,,,CLCJA,,,,,,
11071, -   , -   ,532,70,128,,MUNDL,,CKMEM,,,,CLCJA,,,,,,
11072, -   , -   ,532,70,120,,MUNDL,,CKMEM,,,,CLCJA,,,,,,
11073, -   , -   ,532,70,128,,WKGN,,,,,,,,,,,,
11074,"76,057,274",10.517718,532,68,128,,WKGN,,,WKGN,NOSHR,,,,,,,,
11075,"10,943,415",7.447683,532,70,128,,LIBVL,,CKMEM,,,,CLCJA,LIBVL,,,,,
11076, -   , -   ,532,68,128,,GRNOK,LIBVL,CKMEM,WKGN,,,,,,,,,
11077, -   ,9.363053,532,73,128,,MUNDL,,CKMEM,,,,CLCJA,,,,,,
11078, -   , -   ,532,68,128,,GRNOK,LIBVL,CKMEM,,NOSHR,,,,,,,,
11079, -   ,6.247964,532,72,128,,GRNOK,LIBVL,CKMEM,,NOSHR,,,,,,,,
11080, -   ,8.397505,532,73,128,,VRNHL,CNTSD,CKMEM,,,,CLCJA,,,,,,
11081, -   , -   ,532,73,128,,VRNHL,LIBVL,CKMEM,,,,CLCJA,,,,,,
11082, -   , -   ,532,73,120,,VRNHL,CNTSD,CKMEM,,,,CLCJA,,,,,,
11083,"426,985",6.563198,532,72,128,,LKFOR,,,,,,,,,,,,
11084,"32,191,126",6.157244,532,72,128,,,LIBVL,CKMEM,,NOSHR,,CLCJA,,,,,,
11085,"126,681",6.249945,532,72,128,,METWA,LIBVL,CKMEM,,NOSHR,,CLCJA,,,,,,
11086, -   ,6.171235,532,72,128,,,LIBVL,CKMEM,,NOSHR,LKBLF,CLCJA,,,,,,
11087,"20,862",5.865706,532,65,115,,,LIBVL,CKMEM,,,LKBLF,CLCJA,,,,,,
11088, -   , -   ,532,68,128,,,LIBVL,CKMEM,,NOSHR,,CLCJA,,,,,,
11089,"45,704,313",7.107093,532,68,128,,,LIBVL,CKMEM,,,,CLCJA,,,,,,
11090,"26,869,972",6.004034,532,72,128,,,LIBVL,CKMEM,,,,CLCJA,,,,,,
11091,"26,031,204",6.096735,532,72,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,,,,,
11092, -   , -   ,532,68,128,,,RKLND,CKMEM,,NOSHR,LKBLF,CLCJA,,,,,,
11093,"9,529,283",7.197813,532,68,128,,GRNOK,LIBVL,CKMEM,,,,CLCJA,,,,,,
11094, -   , -   ,532,72,128,,,LIBVL,CKMEM,,,LKBLF,CLCJA,,,,,,
11095,"505,896",7.274294,532,68,128,,,LIBVL,CKMEM,,NOSHR,LKBLF,CLCJA,,,,,,
11096,"14,568,322",6.094754,532,72,128,,GRNOK,LIBVL,CKMEM,,,,CLCJA,,,,,,
11097,"535,597",6.018916,532,65,115,,,LIBVL,CKMEM,,NOSHR,LKBLF,CLCJA,,,,,,
11098, -   ,7.351023,532,68,128,,GRNOK,LIBVL,CKMEM,,NOSHR,,CLCJA,,,,,,
11099,"37,794,219",6.247964,532,72,128,,GRNOK,LIBVL,CKMEM,,NOSHR,,CLCJA,,,,,,
11100,"6,544,224",6.268275,532,65,115,,,RKLND,CKMEM,,NOSHR,LKBLF,CLCJA,,,,,,
11101,"14,091,216",7.234178,532,70,128,,,LIBVL,CKMEM,,,,CLCJA,,,,,,
11102,"859,964",8.849482,532,73,120,,VRNHL,CNTSD,CKMEM,VRNHL,,,CLCJA,,,,,,
11103,"13,031,988",13.350212,532,68,128,,NOCHI,,,FOSS,NOSHR,,,,,,,,
11104,"24,831,007",13.364203,532,68,128,,NOCHI,,,FOSS,NOSHR,LKBLF,,,,,,,
11105, -   , -   ,532,72,128,,GRNOK,LIBVL,CKMEM,,,,,,GNOK3,,,,
11106, -   , -   ,532,72,128,,GRNOK,LIBVL,CKMEM,,,,CLCJA,,GNOK3,,,,
11107, -   , -   ,532,70,128,,GRNOK,LIBVL,CKMEM,,,,,,GNOK3,,,,
11108, -   , -   ,532,68,128,,NOCHI,,,,NOSHR,LKBLF,CLCJA,,,,,,
11109, -   , -   ,532,70,128,,,LIBVL,CKMEM,WKGN,,,,,,,,,
11110, -   , -   ,532,72,128,,GRNOK,LIBVL,CKMEM,,NOSHR,LKBLF,CLCJA,,,,,,
11111, -   , -   ,532,72,128,,GRNOK,LIBVL,CKMEM,,NOSHR,LKBLF,,,,,,,
11112, -   , -   ,532,68,128,,GRNOK,LIBVL,CKMEM,,NOSHR,LKBLF,CLCJA,,,,,,
11113, -   , -   ,532,72,128,,LIBVL,,CKMEM,,,,CLCJA,,,,,,
11114, -   ,8.808468,532,73,128,,VRNHL,CNTSD,CKMEM,VRNHL,,,CLCJA,,VNHL1,,,,
11115, -   ,8.808468,532,73,128,,VRNHL,CNTSD,CKMEM,VRNHL,,,CLCJA,,VNHL2,,,,
11116, -   ,8.808468,532,73,128,,VRNHL,CNTSD,CKMEM,VRNHL,,,CLCJA,,VNHL3,,,,
11117, -   ,8.808468,532,73,128,,VRNHL,CNTSD,CKMEM,VRNHL,,,CLCJA,,VNHL4,,,,
11118, -   , -   ,532,68,128,,WKGN,,,WKGN,,,,,WKGN5,,,,
11119, -   , -   ,532,68,128,,GRNOK,LIBVL,CKMEM,,,,,,GNOK4,,,,
11120, -   , -   ,532,68,128,,WKGN,,,WKGN,,,,,WKGN3,,,,
11121, -   , -   ,532,68,128,,GRNOK,LIBVL,CKMEM,,,,,,GNOK5,,,,
11122, -   , -   ,532,68,128,,GRNOK,LIBVL,CKMEM,,,,,,GNOK4,GNOK5,,,
11123, -   , -   ,532,68,128,,GRNOK,LIBVL,CKMEM,,,,,,GNOK1,GNOK5,,,
11124, -   ,7.782967,532,70,128,,GRYLK,LIBVL,CKMEM,,,,CLCJA,,,,,,
11125, -   ,13.364203,532,68,128,,NOCHI,,,FOSS,NOSHR,LKBLF,CLCJA,,,,,,
11126,"12,743,051",7.613578,532,70,128,,LIBVL,,CKMEM,,,,CLCJA,,LBVL1,,,,
11127, -   , -   ,532,73,120,,VRNHL,CNTSD,CKMEM,MUNDL,,,CLCJA,,,,,,
11128, -   , -   ,532,72,128,,GRNOK,LIBVL,CKMEM,,,LKBLF,CLCJA,,,,,,
11129,"83,621,058",6.716408,532,72,128,,LKFOR,,,,NOSHR,,,,,,,,
11130, -   , -   ,532,68,128,,GRNOK,LIBVL,CKMEM,,,,,,GNOK6,,,,
11131,"1,741,111",9.950322,532,73,120,,MUNDL,,FREMT,MUNDL,,,CLCJA,,,,,,
11132, -   , -   ,532,68,128,,GRNOK,LIBVL,CKMEM,,,,,,GNOK7,,,,
11133, -   , -   ,532,72,128,,GRNOK,LIBVL,CKMEM,,,,,,GNOK8,,,,
11134,"18,571,571",7.447683,532,70,128,,LIBVL,,CKMEM,,,,CLCJA,,LBVL2,,,,
11135, -   ,6.522387,532,67,128,,LKFOR,,,,NOSHR,,,,,,,,
11136, -   , -   ,532,67,128,,LKFOR,,,,,,,,,,,,
11137,"28,875,093",5.356755,532,67,115,,LKFOR,,,,NOSHR,,,,,,,,
11138, -   , -   ,532,72,128,,GRNOK,LIBVL,CKMEM,,,,CLCJA,,GNOK8,,,,
11139, -   ,8.849482,532,73,120,,,CNTSD,CKMEM,VRNHL,,,,,,,,,
11140, -   , -   ,532,73,120,,,CNTSD,CKMEM,MUNDL,,,,,,,,,
11141, -   ,9.81503,532,73,120,,MUNDL,,CKMEM,VRNHL,,,CLCJA,,,,,,
11142, -   ,6.096735,532,72,128,,METWA,LIBVL,CKMEM,,,,,,MTWA2,,,,
11143, -   , -   ,532,72,128,,METWA,LIBVL,CKMEM,,,,,,MTWA3,,,,
11144, -   , -   ,532,72,128,,METWA,LIBVL,CKMEM,,,,,,MTWA2,MTWA3,,,
11145, -   , -   ,532,72,128,,METWA,LIBVL,CKMEM,,NOSHR,,,,MTWA4,,,,
11146, -   ,6.280565,532,72,128,,METWA,LIBVL,CKMEM,,,,,,MTWA4,,,,
11147,"7,390,551",7.197813,532,68,128,,GRNOK,LIBVL,CKMEM,,,,,,GNOK9,,,,
11148, -   , -   ,532,70,128,,LIBVL,,CKMEM,,,,CLCJA,,LBVL3,,,,
11149, -   , -   ,532,68,128,,WKGN,,,WKGN,NOSHR,,,,WKGN3,,,,
11150, -   , -   ,532,72,128,,METWA,LIBVL,CKMEM,,NOSHR,,CLCJA,,MTWA4,,,,
11151,"1,269,293",6.096735,532,72,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTWA2,,,,
11152,"40,797,123",6.259737,532,72,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTWA2,MTWA3,,,
11153, -   , -   ,532,72,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTWA3,,,,
11154,"5,384,032",6.452349,532,72,128,,METWA,LIBVL,CKMEM,,NOSHR,,CLCJA,,MTWA4,MTWA5,,,
11155, -   , -   ,532,68,128,,GRNOK,LIBVL,CKMEM,,,,,,GOK10,,,,
11156, -   , -   ,532,70,128,,GRNOK,LIBVL,CKMEM,,,,,,GOK10,,,,
11157, -   , -   ,532,72,128,,GRNOK,LIBVL,CKMEM,,,,,,GOK10,,,,
11158, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8A,,,
11159, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8B,,,
11160, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8C,,,
11161, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8D,,,
11162, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8E,,,
11163, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8F,,,
11164, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8G,,,
11165, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8H,,,
11166, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8I,,,
11167, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8J,,,
11168, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8K,,,
11169, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8L,,,
11170, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8M,,,
