TCA, EAV , Rate ,COL,ESD,HSD,USD,MUN,FIR,LIB,PRK,SAN,MSQ,WTR,TIF,SSA1,SSA2,SSA3,SSA4,
5018, -   ,11.99503,532,41,117,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,,,,,
5019, -   ,12.879877,532,41,127,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,,,,,
5020, -   ,13.811573,532,24,117,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,,,,,
5021, -   , -   ,532,41,117,,LNDHT,LKVLA,LKVLA,LNDHT,,,CLCJA,,,,,,
5022, -   ,12.249105,532,34,117,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,,,,,
5023, -   , -   ,532,41,117,,,LKVLA,LKVLA,LNDHT,LNDHT,,,,,,,,
5024, -   , -   ,532,41,124,,,LKVLA,LKVLA,,,,,,,,,,
5025,"3,531,437",11.34822,532,41,117,,,LKVLA,LKVLA,,LKREG,,,,,,,,
5026,"133,207",12.233067,532,41,127,,,LKVLA,LKVLA,,LKREG,,,,,,,,
5027, -   ,9.140845,532,37,124,,,LKVLA,LKVLA,,LKREG,,,,,,,,
5028,"6,655,236",12.356766,532,41,117,,LKVLA,LKVLA,LKVLA,,LKREG,,CLCJA,,,,,,
5029, -   ,11.031652,532,41,124,,LKVLA,LKVLA,LKVLA,,,,CLCJA,,,,,,
5030,"482,091",13.019647,532,41,127,,LKVLA,LKVLA,LKVLA,,,,CLCJA,,,,,,
5031, -   ,13.241613,532,41,127,,LKVLA,LKVLA,LKVLA,,LKREG,,CLCJA,,,,,,
5032, -   , -   ,532,24,117,,LNDHT,LKVLA,LKVLA,,,,CLCJA,,,,,,
5033,"52,982",12.029527,532,50,127,,LNDHT,LKVLA,LKVLA,,,,CLCJA,,,,,,
5034,"2,776,064",11.253618,532,41,124,,LKVLA,LKVLA,LKVLA,,LKREG,,CLCJA,,,,,,
5035, -   ,12.829333,532,41,127,,LNDHT,LKVLA,LKVLA,LNDHT,,,CLCJA,,,,,,
5036, -   , -   ,532,41,124,,RLHTS,LKVLA,LKVLA,,LKREG,,CLCJA,,,,,,
5037, -   , -   ,532,41,124,,RLHTS,LKVLA,LKVLA,RNDLK,LKREG,,CLCJA,,,,,,
5038, -   , -   ,532,34,117,,LNDHT,LKVLA,LKVLA,LNDHT,,,CLCJA,,,,,,
5039, -   , -   ,532,,,116,RLBCH,LKVLA,LKVLA,,LKREG,,CLCJA,,,,,,
5040,"144,536",13.016546,532,41,127,,RLBCH,LKVLA,LKVLA,,LKREG,,CLCJA,,,,,,
5041, -   , -   ,532,41,124,,RLBCH,LKVLA,LKVLA,,LKREG,,CLCJA,,,,,,
5042, -   , -   ,532,,,116,RLBCH,LKVLA,LKVLA,RNDLK,LKREG,,CLCJA,,,,,,
5043,"3,725,984",13.755129,532,41,127,,RLBCH,LKVLA,LKVLA,RNDLK,LKREG,,CLCJA,,,,,,
5044, -   , -   ,532,41,124,,RLBCH,LKVLA,LKVLA,RNDLK,LKREG,,CLCJA,,,,,,
5045, -   ,13.980196,532,41,127,,LKVLA,LKVLA,LKVLA,RNDLK,LKREG,,CLCJA,,,,,,
5046, -   , -   ,532,41,124,,LKVLA,LKVLA,LKVLA,RNDLK,,,CLCJA,,,,,,
5047, -   ,11.992201,532,41,124,,LKVLA,LKVLA,LKVLA,RNDLK,LKREG,,CLCJA,,,,,,
5048, -   , -   ,532,41,127,,LKVLA,LKVLA,LKVLA,RNDLK,,,CLCJA,,,,,,
5049, -   , -   ,532,41,127,,,LKVLA,LKVLA,RNDLK,,,,,,,,,
5050, -   ,12.185344,532,41,117,,LKVLA,LKVLA,LKVLA,,LNDHT,,CLCJA,,,,,,
5051, -   , -   ,532,41,117,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,LNHT1,,,,
5052,"39,478",13.533163,532,41,127,,RLBCH,LKVLA,LKVLA,RNDLK,,,CLCJA,,,,,,
5053,"40,076",14.141405,532,46,127,,RLBCH,LKVLA,LKVLA,RNDLK,,,CLCJA,,,,,,
5054,"235,892",12.79458,532,41,127,,RLBCH,LKVLA,LKVLA,,,,CLCJA,,,,,,
5055, -   ,13.401969,532,24,117,,,LKVLA,LKVLA,LNDHT,,,,,,,,,
5056,"1,842,817",11.839501,532,34,117,,,LKVLA,LKVLA,LNDHT,,,,,,,,,
5057, -   ,11.585426,532,41,117,,,LKVLA,LKVLA,LNDHT,,,,,,,,,
5058,"242,482",13.761029,532,24,117,,LNDHT,LKVLA,LKVLA,LNDHT,,,CLCJA,,,,,,
5059, -   ,14.645876,532,24,127,,LNDHT,LKVLA,LKVLA,LNDHT,,,CLCJA,,,,,,
5060, -   , -   ,532,46,127,,RLBCH,LKVLA,LKVLA,,,,CLCJA,,,,,,
5061, -   ,10.149391,532,37,124,,LKVLA,LKVLA,LKVLA,,LKREG,,CLCJA,,,,,,
5062, -   , -   ,532,46,127,,,LKVLA,LKVLA,RNDLK,,,,,,,,,
5063, -   , -   ,532,46,127,,GRYLK,LKVLA,LKVLA,,,,CLCJA,,,,,,
5064,"1,413,039",13.631889,532,46,127,,GRYLK,LKVLA,LKVLA,GRYLK,,,CLCJA,,,,,,
5065, -   , -   ,532,24,127,,,LKVLA,LKVLA,LNDHT,,,,,,,,,
5066,"178,869",11.47481,532,34,117,,,LKVLA,LKVLA,,,,,,CTY08,,,,
5067, -   , -   ,532,34,117,,LKVLA,LKVLA,LKVLA,,,,CLCJA,,CTY08,,,,
5068, -   , -   ,532,41,127,,LNDHT,LKVLA,LKVLA,,,,CLCJA,,,,,,
5069, -   , -   ,532,41,127,,RLBCH,LKVLA,LKVLA,RNDLK,RNDLK,,CLCJA,,,,,,
5070, -   , -   ,532,46,127,,RLBCH,LKVLA,LKVLA,RNDLK,RNDLK,,CLCJA,,,,,,
5071, -   , -   ,532,50,127,,LNDHT,LKVLA,LKVLA,LNDHT,,,CLCJA,,,,,,
5072, -   , -   ,532,41,127,,,LKVLA,LKVLA,RNDLK,LKREG,,,,,,,,
5073, -   , -   ,532,,,116,,LKVLA,LKVLA,RNDLK,LKREG,,,,,,,,
5074, -   , -   ,532,46,127,,,LKVLA,LKVLA,RNDLK,RNDLK,,,,,,,,
5075, -   , -   ,532,34,117,,LNDHT,LKVLA,LKVLA,,,,CLCJA,,,,,,
5076,"712,000",13.292896,532,24,117,,OMLCK,LKVLA,LKVLA,,,,,,,,,,
5077, -   , -   ,532,24,117,,OMLCK,LKVLA,LKVLA,LNDHT,,,,,,,,,
5078, -   , -   ,532,24,127,,OMLCK,LKVLA,LKVLA,,,,,,,,,,
5079,"42,586",11.618333,532,41,124,,RLHTS,GRNDL,LKVLA,RNDLK,LKREG,,CLCJA,,,,,,
5080,"11,936,317",13.837793,532,41,127,,RLBCH,GRNDL,LKVLA,RNDLK,,,CLCJA,,,,,,
5081,"21,794,126",12.071764,532,41,124,,RLBCH,GRNDL,LKVLA,RNDLK,LKREG,,CLCJA,,,,,,
5082,"30,299,377",14.059759,532,41,127,,RLBCH,GRNDL,LKVLA,RNDLK,LKREG,,CLCJA,,,,,,
5083,"27,980,005",13.799689,532,,,116,RLBCH,GRNDL,LKVLA,RNDLK,LKREG,,CLCJA,,,,,,
5084,"473,449",13.321176,532,41,127,,RLBCH,GRNDL,LKVLA,,LKREG,,CLCJA,,,,,,
5085, -   , -   ,532,46,127,,RLBCH,GRNDL,LKVLA,RNDLK,RNDLK,,CLCJA,,,,,,
5086, -   , -   ,532,41,127,,RLBCH,GRNDL,LKVLA,RNDLK,RNDLK,,CLCJA,,,,,,
5087, -   , -   ,532,41,127,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,LNHT2,,,,
5088, -   , -   ,532,41,127,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,LNHT3,,,,
5089, -   , -   ,532,34,117,,LNDHT,LKVLA,LKVLA,,LNDHT,,CLCJA,,,,,,
5090,"37,241",13.292896,532,24,117,,OMLCK,LKVLA,LKVLA,,,,,,NLFPA,,,,
5091, -   ,11.485314,532,41,117,,LNDHT,LKVLA,LKVLA,,,,CLCJA,,,,,,
5092,205,14.69642,532,24,127,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,,,,,
5093, -   , -   ,532,24,127,,,LKVLA,LKVLA,,LNDHT,,,,,,,,
5094, -   , -   ,532,24,127,,,LKVLA,LKVLA,LNDHT,LNDHT,,,,,,,,
5095, -   , -   ,532,41,117,,LNDHT,LKVLA,LKVLA,,LNDHT,,CLCJA,,,,,,
5096,"3,484",12.157675,532,41,127,,THDLK,LKVLA,LKVLA,,,,,,,,,,
5097,"244,023",12.470273,532,41,127,,,LKVLA,LKVLA,LNDHT,,,,,,,,,
5098, -   ,12.129639,532,50,127,,,LKVLA,LKVLA,LNDHT,,,,,,,,,
5099, -   , -   ,532,24,117,,,LKVLA,LKVLA,,,,,,NLFPA,,,,
5100, -   ,13.802612,532,24,117,,OMLCK,LKVLA,LKVLA,LNDHT,LNDHT,,,,,,,,
5101,"13,565,259",11.618333,532,41,124,,RLHTS,GRNDL,LKVLA,RNDLK,LKREG,,CLCJA,,RDLH1,,,,
5102, -   , -   ,532,24,127,,,LKVLA,LKVLA,,,,,,LNHT4,,,,
5103, -   , -   ,532,24,127,,,LKVLA,LKVLA,LNDHT,,,,,LNHT4,,,,
5104, -   , -   ,532,24,127,,LNDHT,LKVLA,LKVLA,LNDHT,,,CLCJA,,LNHT4,,,,
5105, -   , -   ,532,24,127,,OMLCK,LKVLA,LKVLA,LNDHT,,,,,,,,,
5106, -   , -   ,532,24,117,,OMLCK,LKVLA,LKVLA,,LNDHT,,,,,,,,
5107, -   , -   ,532,24,127,,LNDHT,LKVLA,LKVLA,,,,CLCJA,,,,,,
5108, -   , -   ,532,34,117,,,LKVLA,LKVLA,,LNDHT,,,,,,,,
5109,"8,321,612",11.618333,532,41,124,,RLHTS,GRNDL,LKVLA,RNDLK,LKREG,,CLCJA,,RDLH2,,,,
5110, -   , -   ,532,24,127,,OMLCK,LKVLA,LKVLA,LNDHT,LNDHT,,,,,,,,
5111, -   , -   ,532,24,127,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,LNHT4,,,,
5112, -   , -   ,532,24,127,,OMLCK,LKVLA,LKVLA,,LNDHT,,,,,,,,
5113, -   ,13.352401,532,24,117,,LNDHT,LKVLA,LKVLA,,LNDHT,,CLCJA,,,,,,
5114,"1,632,471",12.539243,532,50,127,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,,,,,
5115, -   , -   ,532,50,127,,,LKVLA,LKVLA,,LNDHT,,,,,,,,
5116, -   , -   ,532,41,127,,,LKVLA,LKVLA,LNDHT,LNDHT,,,,,,,,
5117, -   , -   ,532,24,117,,OMLCK,LKVLA,LKVLA,LNDHT,,,,,NLFPA,,,,
5118, -   ,13.802612,532,24,117,,OMLCK,LKVLA,LKVLA,LNDHT,LNDHT,,,,NLFPA,,,,
5119,"62,480,724",12.484845,532,41,117,,LKVLA,LKVLA,LKVLA,,,,CLCJA,,CTY16,,,,
5120,"31,633,759",12.73892,532,34,117,,LKVLA,LKVLA,LKVLA,,,,CLCJA,,CTY16,,,,
5121,"9,685,713",11.476299,532,41,117,,,LKVLA,LKVLA,,,,CLCJA,,CTY16,,,,
5122,"34,227,161",9.268924,532,37,124,,,LKVLA,LKVLA,,,,CLCJA,,CTY16,,,,
5123, -   ,10.595117,532,41,124,,,LKVLA,LKVLA,,LKREG,,CLCJA,,CTY16,,,,
5124, -   , -   ,532,37,124,,,LKVLA,LKVLA,,FXLKH,,CLCJA,,CTY16,,,,
5125, -   , -   ,532,41,117,,,LKVLA,LKVLA,,FXLKH,,CLCJA,,CTY16,,,,
5126,"96,989,107",12.345075,532,41,117,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,CTY16,,,,
5127,"12,358,166",13.229922,532,41,127,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,CTY16,,,,
5128,"104,496,124",14.161618,532,24,117,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,CTY16,,,,
5129,"90,495",12.294531,532,41,117,,LNDHT,LKVLA,LKVLA,LNDHT,,,CLCJA,,CTY16,,,,
5130,"76,867,373",12.59915,532,34,117,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,CTY16,,,,
5131, -   ,11.698265,532,41,117,,,LKVLA,LKVLA,,LKREG,,CLCJA,,CTY16,,,,
5132,"745,833",9.49089,532,37,124,,,LKVLA,LKVLA,,LKREG,,CLCJA,,CTY16,,,,
5133,"18,441,068",12.706811,532,41,117,,LKVLA,LKVLA,LKVLA,,LKREG,,CLCJA,,CTY16,,,,
5134,"4,261,357",11.381697,532,41,124,,LKVLA,LKVLA,LKVLA,,,,CLCJA,,CTY16,,,,
5135,"48,304,691",13.369692,532,41,127,,LKVLA,LKVLA,LKVLA,,,,CLCJA,,CTY16,,,,
5136,"163,926",13.591658,532,41,127,,LKVLA,LKVLA,LKVLA,,LKREG,,CLCJA,,CTY16,,,,
5137,"24,729,357",11.603663,532,41,124,,LKVLA,LKVLA,LKVLA,,LKREG,,CLCJA,,CTY16,,,,
5138,"5,367,084",13.179378,532,41,127,,LNDHT,LKVLA,LKVLA,LNDHT,,,CLCJA,,CTY16,,,,
5139, -   , -   ,532,34,117,,LNDHT,LKVLA,LKVLA,LNDHT,,,CLCJA,,CTY16,,,,
5140, -   ,14.330241,532,41,127,,LKVLA,LKVLA,LKVLA,RNDLK,LKREG,,CLCJA,,CTY16,,,,
5141, -   , -   ,532,41,124,,LKVLA,LKVLA,LKVLA,RNDLK,LKREG,,CLCJA,,CTY16,,,,
5142, -   , -   ,532,41,127,,LKVLA,LKVLA,LKVLA,RNDLK,,,CLCJA,,CTY16,,,,
5143, -   , -   ,532,41,117,,LKVLA,LKVLA,LKVLA,,LNDHT,,CLCJA,,CTY16,,,,
5144,"228,802",14.111074,532,24,117,,LNDHT,LKVLA,LKVLA,LNDHT,,,CLCJA,,CTY16,,,,
5145,"613,942",14.995921,532,24,127,,LNDHT,LKVLA,LKVLA,LNDHT,,,CLCJA,,CTY16,,,,
5146,"1,691,282",12.833401,532,34,117,,LKVLA,LKVLA,LKVLA,,,,CLCJA,,CTY16,,,,
5147, -   , -   ,532,50,127,,LNDHT,LKVLA,LKVLA,LNDHT,,,CLCJA,,CTY16,,,,
5148, -   , -   ,532,41,127,,RLBCH,GRNDL,LKVLA,RNDLK,LKREG,,CLCJA,,CTY16,,,,
5149, -   ,12.139978,532,34,117,,LNDHT,LKVLA,LKVLA,,LNDHT,,CLCJA,,CTY16,,,,
5150,"36,035,953",15.046465,532,24,127,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,CTY16,,,,
5151,"92,641",11.885903,532,41,117,,LNDHT,LKVLA,LKVLA,,LNDHT,,CLCJA,,CTY16,,,,
5152, -   ,12.820318,532,41,127,,,LKVLA,LKVLA,LNDHT,,,CLCJA,,CTY16,,,,
5153, -   , -   ,532,24,127,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,CTY16,LNHT4,,,
5154, -   , -   ,532,24,117,,LNDHT,LKVLA,LKVLA,,LNDHT,,CLCJA,,CTY16,,,,
5155,"56,714",12.889288,532,50,127,,LNDHT,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,CTY16,,,,
5156, -   ,12.12028,532,41,124,,LKVLA,LKVLA,LKVLA,RNDLK,,,CLCJA,,CTY16,,,,
5157, -   , -   ,532,41,124,,RLBCH,GRNDL,LKVLA,RNDLK,LKREG,,CLCJA,,CTY16,,,,
5158, -   , -   ,532,50,127,,LNDHT,LKVLA,LKVLA,,LNDHT,,CLCJA,,,,,,
5159,"8,976,059",12.484845,532,41,117,,LKVLA,LKVLA,LKVLA,,,,CLCJA,LKLV1,CTY16,,,,
5160, -   , -   ,532,24,117,,,LKVLA,LKVLA,LNDHT,LNDHT,,CLCJA,,,,,,
5161, -   , -   ,532,24,117,,OMLCK,LKVLA,LKVLA,,LNDHT,,,,,,,,
5162, -   , -   ,532,24,117,,,LKVLA,LKVLA,LNDHT,LNDHT,,,,CTY16,,,,
5163,"17,924,386",14.446035,532,46,127,,RLBCH,GRNDL,LKVLA,RNDLK,,,CLCJA,,,,,,
5164, -   , -   ,532,24,117,,OMLCK,LKVLA,LKVLA,LNDHT,LNDHT,,,,CTY16,,,,
6001, -   , -   ,532,37,124,,FOXLK,,FOXLK,,,,,,,,,,
6002, -   , -   ,532,37,124,,FOXLK,,FOXLK,,LKREG,,,,,,,,
6003, -   , -   ,532,38,124,,FOXLK,,FOXLK,,,,,,,,,,
6004,239,10.56694,532,38,124,,RNDLK,FOXLK,FOXLK,,LKREG,,CLCJA,,,,,,
6005, -   , -   ,532,114,124,,FOXLK,,FOXLK,,,,,,,,,,
6006, -   , -   ,532,,,118,,FOXLK,FOXLK,,,,,,,,,,
6007,"79,260,617",8.838862,532,37,124,,,FOXLK,FOXLK,,LKREG,,,,,,,,
6008,"975,271",10.529127,532,15,124,,,FOXLK,FOXLK,,,,,,,,,,
6009,"28,257,838",8.616896,532,37,124,,,FOXLK,FOXLK,,,,,,,,,,
6010, -   , -   ,532,37,124,,RNDLK,FOXLK,RNDLK,RNDLK,RNDLK,,CLCJA,,,,,,
6011,"43,792,367",9.149688,532,38,124,,,FOXLK,FOXLK,,,,,,,,,,
6012, -   , -   ,532,38,124,,RNDLK,FOXLK,RNDLK,RNDLK,RNDLK,,CLCJA,,,,,,
6013,"69,144,480",9.371654,532,38,124,,,FOXLK,FOXLK,,LKREG,,,,,,,,
6014,"6,417,227",8.938111,532,114,124,,,FOXLK,FOXLK,,,,,,,,,,
6015,"131,817",12.539326,532,46,127,,,FOXLK,FOXLK,,LKREG,,,,,,,,
6016,"193,715",12.31736,532,46,127,,,FOXLK,FOXLK,,,,,,,,,,
6017, -   , -   ,532,38,124,,,FOXLK,FOXLK,RNDLK,,,,,,,,,
6018,"10,676,344",10.110237,532,38,124,,,FOXLK,FOXLK,RNDLK,LKREG,,,,,,,,
6019, -   , -   ,532,38,124,,FOXLK,,FOXLK,,LKREG,,,,,,,,
6020,"52,327",11.083557,532,38,124,,RNDLK,FOXLK,FOXLK,RNDLK,,,CLCJA,,,,,,
6021,"24,522,342",11.305523,532,38,124,,RNDLK,FOXLK,FOXLK,RNDLK,LKREG,,CLCJA,,,,,,
6022,"4,659,955",10.951491,532,15,124,,LKMOR,FOXLK,FOXLK,,,,,,,,,,
6023,"25,847,717",9.572052,532,38,124,,LKMOR,FOXLK,FOXLK,,,,,,,,,,
6024, -   , -   ,532,,,118,LKMOR,FOXLK,FOXLK,,,,,,,,,,
6025,"5,922,636",13.277909,532,46,127,,,FOXLK,FOXLK,RNDLK,LKREG,,,,,,,,
6026, -   , -   ,532,46,127,,,FOXLK,FOXLK,RNDLK,,,,,,,,,
6027,"1,896,424",10.745251,532,15,156,,,FOXLK,FOXLK,,,,,,,,,,
6028, -   , -   ,532,38,124,,RNDLK,FOXLK,FOXLK,,,,CLCJA,,,,,,
6029, -   , -   ,532,38,124,,LKMOR,FOXLK,FOXLK,,LKREG,,,,,,,,
6030,,,,,,,,,,,RNDLK,,,,,,,,
6030, -   , -   ,532,37,124,,RNDLK,FOXLK,RNDLK,RNDLK,LKREG,,CLCJA,,,,,,
6031, -   , -   ,532,38,124,,RLBND,FOXLK,FOXLK,RNDLK,LKREG,,,,,,,,
6032,"468,122",11.37339,532,15,124,,VOLO,FOXLK,FOXLK,,,,CLCJA,,,,,,JAWA added 10/25/17
6033,"4,276",9.993951,532,38,124,,VOLO,FOXLK,FOXLK,,,,CLCJA,,,,,,JAWA added 10/25/17
6034,"17,827,536",10.215917,532,38,124,,VOLO,FOXLK,FOXLK,,LKREG,,CLCJA,,,,,,JAWA added 10/25/17
6035,"37,599",9.812182,532,37,124,,RNDLK,FOXLK,FOXLK,,,,CLCJA,,,,,,
6036, -   , -   ,532,37,124,,RNDLK,FOXLK,FOXLK,,LKREG,,CLCJA,,,,,,
6037, -   , -   ,532,,,118,,FOXLK,FOXLK,,,,,,LKMR1,,,,
6038, -   , -   ,532,15,124,,,FOXLK,FOXLK,,,,,,LKMR1,,,,
6039, -   , -   ,532,38,124,,,FOXLK,FOXLK,,,,,,LKMR1,,,,
6040, -   , -   ,532,38,124,,LKMOR,FOXLK,FOXLK,,,,,,LKMR1,,,,
6041, -   , -   ,532,,,118,LKMOR,FOXLK,FOXLK,,,,,,LKMR1,,,,
6042, -   , -   ,532,37,124,,RNDLK,FOXLK,FOXLK,,RNDLK,,CLCJA,,,,,,
6043, -   , -   ,532,15,124,,LKMOR,FOXLK,FOXLK,,,,,,LKMR1,,,,
6044, -   , -   ,532,114,124,,FOXLK,,FOXLK,,,,,FOXLK,,,,,
6045, -   , -   ,532,38,124,,VOLO,FOXLK,FOXLK,,LKREG,,CLCJA,,VOLO2,,,,JAWA added 10/25/17
6046,827,13.383589,532,46,127,,VOLO,FOXLK,FOXLK,,LKREG,,CLCJA,,,,,,JAWA added 10/25/17
6047, -   , -   ,532,46,127,,VOLO,FOXLK,FOXLK,,,,CLCJA,,,,,,JAWA added 10/25/17
6048, -   , -   ,532,46,127,,RNDLK,FOXLK,FOXLK,,LKREG,,CLCJA,,,,,,
6049,"9,212",14.473195,532,46,127,,RNDLK,FOXLK,FOXLK,RNDLK,LKREG,,CLCJA,,,,,,
6050,"45,013",13.512646,532,46,127,,RNDLK,FOXLK,FOXLK,,,,CLCJA,,,,,,
6051, -   ,14.251229,532,46,127,,RNDLK,FOXLK,FOXLK,RNDLK,,,CLCJA,,,,,,
6052, -   , -   ,532,38,124,,,,FOXLK,,ISLLK,,,,,,,,
6053,"12,660,781",9.617977,532,38,124,,LKMOR,FOXLK,FOXLK,,ISLLK,,,,LKMR1,,,,
6054, -   ,10.108265,532,,,118,LKMOR,FOXLK,FOXLK,,ISLLK,,,,LKMR1,,,,
6055,"9,284,806",10.997416,532,15,124,,LKMOR,FOXLK,FOXLK,,ISLLK,,,,LKMR1,,,,
6056, -   , -   ,532,38,124,,LKMOR,FOXLK,FOXLK,,ISLLK,,,,,,,,
6057,"21,123,955",10.215917,532,38,124,,VOLO,FOXLK,FOXLK,,LKREG,,CLCJA,,VOLO2,VOLO5,,,JAWA added 10/25/17
6058, -   , -   ,532,38,124,,VOLO,FOXLK,FOXLK,,LKREG,,CLCJA,,VOLO5,,,,JAWA added 10/25/17
6059,"25,379,047",10.228133,532,38,124,,FOXLK,FOXLK,FOXLK,,LKREG,,,,,,,,
6060, -   , -   ,532,38,124,,VOLO,FOXLK,FOXLK,,LKREG,,CLCJA,,VOLO8,,,,JAWA added 10/25/17
6061,"33,775,911",10.006167,532,38,124,,FOXLK,FOXLK,FOXLK,,,,,,,,,,
6062,"347,616",9.993951,532,38,124,,VOLO,FOXLK,FOXLK,,,,CLCJA,,VOL15,,,,JAWA added 10/25/17
6063,"135,353,182",9.79459,532,114,124,,FOXLK,FOXLK,FOXLK,,,,,,,,,,
6064, -   ,9.188907,532,37,124,,,FOXLK,FOXLK,,LKREG,,CLCJA,,CTY16,,,,
6065,"117,015",8.966941,532,37,124,,,FOXLK,FOXLK,,,,CLCJA,,CTY16,,,,
6066, -   , -   ,532,,,118,LKMOR,FOXLK,FOXLK,,ISLLK,,,,,,,,
6067,"8,333",11.395544,532,,,118,LKMOR,FOXLK,FOXLK,,ISLLK,,,,,,,,
6068,"22,077,666",9.473375,532,37,124,,FOXLK,FOXLK,FOXLK,,,,,,,,,,
6069, -   ,9.695341,532,37,124,,FOXLK,FOXLK,FOXLK,,LKREG,,,,,,,,
6070,"972,127",9.79459,532,114,124,,FOXLK,FOXLK,FOXLK,,,,,FOXLK,,,,,
6071, -   ,10.778205,532,37,124,,RNDLK,FOXLK,RNDLK,RNDLK,,,CLCJA,,,,,,
6072,"79,532,592",11.310997,532,38,124,,RNDLK,FOXLK,RNDLK,RNDLK,,,CLCJA,,,,,,
6073, -   ,11.000171,532,37,124,,RNDLK,FOXLK,RNDLK,RNDLK,LKREG,,CLCJA,,,,,,
6074, -   ,10.215917,532,38,124,,VOLO,FOXLK,FOXLK,,LKREG,,CLCJA,,VOL17,,,,JAWA added 10/25/17
6075,"4,162,490",10.215917,532,38,124,,VOLO,FOXLK,FOXLK,,LKREG,,CLCJA,,VOL17,VOL18,,,JAWA added 10/25/17
7001, -   , -   ,532,46,127,,RLBCH,GRYLK,GRYLK,,RNDLK,,CLCJA,,,,,,
7002,"546,757",13.441967,532,,,116,RNDLK,GRNDL,GRYLK,RNDLK,,,CLCJA,,,,,,
7003, -   , -   ,532,,,116,RNDLK,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,,,,,,
7004,"72,218,006",13.642591,532,,,116,RNDLK,GRNDL,RNDLK,RNDLK,,,CLCJA,,,,,,
7005, -   , -   ,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,,,,,,
7006,"143,198,459",13.230784,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,,,CLCJA,,,,,,
7007,"4,272,597",15.039596,532,46,127,,RLPRK,GRNDL,RNDLK,RNDLK,,,CLCJA,,,,,,
7008, -   , -   ,532,41,124,,RLHTS,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,,,,,,
7009, -   , -   ,532,,,116,RLPRK,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,,,,,,
7010,"45,020,641",14.171284,532,,,116,RLPRK,GRNDL,RNDLK,RNDLK,,,CLCJA,,,,,,
7011,"844,150",13.981237,532,46,127,,HNSVL,GRNDL,RNDLK,RNDLK,,,,,,,,,
7012,"513,198",12.912301,532,,,116,HNSVL,GRNDL,GRYLK,RNDLK,,,,,,,,,
7013,"422,053,771",13.138141,532,46,127,,GRYLK,GRYLK,GRYLK,GRYLK,,,CLCJA,,,,,,
7014,"350,510",13.97066,532,,,116,RLPRK,GRNDL,GRYLK,RNDLK,,,CLCJA,,,,,,
7016, -   , -   ,532,46,127,,RLBCH,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,,,,,,
7017,"34,165,195",14.099096,532,46,127,,RLBCH,GRNDL,RNDLK,RNDLK,,,CLCJA,,,,,,
7018,"49,164",13.849574,532,46,127,,RLPRK,GRYLK,GRYLK,,,,CLCJA,,,,,,
7019, -   , -   ,532,46,127,,RLPRK,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,,,,,,
7020, -   , -   ,532,41,124,,,GRNDL,RNDLK,RNDLK,RNDLK,,,,,,,,
7021,"811,764",10.941346,532,41,124,,,GRNDL,RNDLK,RNDLK,LKREG,,,,,,,,
7022, -   , -   ,532,,,116,,GRNDL,RNDLK,RNDLK,RNDLK,,,,,,,,
7023,"5,303,503",12.447305,532,,,116,,GRNDL,RNDLK,RNDLK,,,,,,,,,
7024,"704,288",14.838972,532,46,127,,RLPRK,GRNDL,GRYLK,RNDLK,,,CLCJA,,,,,,
7025,"1,400,284",13.864557,532,,,116,RNDLK,GRNDL,RNDLK,RNDLK,LKREG,,CLCJA,,,,,,
7026,"5,465,656",11.930688,532,,,116,,GRNDL,RNDLK,,LKREG,,,,,,,,
7027, -   , -   ,532,46,127,,RLBCH,GRNDL,GRYLK,RNDLK,RNDLK,,CLCJA,,,,,,
7028, -   , -   ,532,46,127,,,GRNDL,RNDLK,RNDLK,RNDLK,,,,,,,,
7029, -   , -   ,532,46,127,,RLBCH,GRNDL,GRYLK,,RNDLK,,CLCJA,,,,,,
