Tax Code, Agg Rate , Agg EAV ,CTY,FOR,TWP,RBT,COL,ESD,HSD,USD,MUN,FIR,LIB,PRK,SAN1,SAN2,MSQ,POR,WTR,TIF,TIF,SSA1,SSA2,SSA3,SSA4,SP1,SP2,SP3,SP4,Other,,
06059, 9.710195 ," 27,407,410 ",CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M10FLA,F09FLA,L06FLA,,S03LRE,,,,,,,,,,,B07038,B11124,,,,,
06060, 9.635586 , -   ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M48VOL,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,401SSA,,,,B07038,B11124,B16CLC,,,,
06061, 9.679953 ," 34,570,470 ",CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M10FLA,F09FLA,L06FLA,,,,,,,,,,,,,B07038,B11124,,,,,
06062, 9.605344 ," 413,402 ",CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M48VOL,F09FLA,L06FLA,,,,,,WTRCLC,,,394SSA,,,,B07038,B11124,B16CLC,,,,
06063, 9.367291 ," 149,046,919 ",CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E32114,H06124,,M10FLA,F09FLA,L06FLA,,,,,,,,,,,,,B11124,,,,,,
06064, 8.505799 , -   ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,,,
06065, 8.475557 ," 130,060 ",CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,,F09FLA,L06FLA,,,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,,,
06066, 9.630530 , -   ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,,,U04118,M27LAK,F09FLA,L06FLA,,S06NMO,,,,,,,,,,,,,,,,,
06067, 10.845638 ," 1,511,905 ",CTYLAK,FORLAK,T06GRA,R06GRA,C03532,,,U04118,M27LAK,F09FLA,L06FLA,,S06NMO,,,,,,,,,,,B07038,B11124,,,,,
06068, 8.971988 ," 24,552,528 ",CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M10FLA,F09FLA,L06FLA,,,,,,,,,,,,,B11124,,,,,,
06069, 9.002230 , -   ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M10FLA,F09FLA,L06FLA,,S03LRE,,,,,,,,,,,B11124,,,,,,
06070, 9.367291 ," 993,796 ",CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E32114,H06124,,M10FLA,F09FLA,L06FLA,,,,,,,X12TIF,,,,,,B11124,,,,,,
06071, 10.089355 , -   ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M42RLA,F09FLA,L11RLA,P17RLA,,,,,WTRCLC,,,,,,,B11124,B16CLC,,,,,
06072, 10.797320 ," 84,023,982 ",CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M42RLA,F09FLA,L11RLA,P17RLA,,,,,WTRCLC,,,,,,,B07038,B11124,B16CLC,,,,
06073, 10.119597 , -   ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M42RLA,F09FLA,L11RLA,P17RLA,S03LRE,,,,WTRCLC,,,,,,,B11124,B16CLC,,,,,
06074, 9.635586 , -   ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M48VOL,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,409SSA,,,,B07038,B11124,B16CLC,,,,
06075, 9.635586 ," 22,364,623 ",CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M48VOL,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,409SSA,410SSA,,,B07038,B11124,B16CLC,,,,
06076, 10.912278 , -   ,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,,,U04118,M27LAK,F22WAC,L06FLA,,S06NMO,,,,,,,,,,,B07038,B11124,,,,,
07001, 12.088648 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F11GRA,L08GRA,,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07002, 11.298455 ," 624,840 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M42RLA,F12GRL,L08GRA,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07003, 11.407890 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M42RLA,F12GRL,L11RLA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07004, 11.407890 ," 74,053,841 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M42RLA,F12GRL,L11RLA,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07005, 11.050420 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M43RLB,F12GRL,L11RLA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07006, 11.050420 ," 184,116,848 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M43RLB,F12GRL,L11RLA,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07007, 13.661419 ," 4,365,523 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M45RLP,F12GRL,L11RLA,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07008, 9.922940 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E13041,H06124,,M44RLH,F12GRL,L11RLA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B11124,B16CLC,,,,,
07009, 11.748471 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M45RLP,F12GRL,L11RLA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07010, 11.748471 ," 58,533,825 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M45RLP,F12GRL,L11RLA,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07011, 12.807583 ," 906,250 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M15HAI,F12GRL,L11RLA,P17RLA,,,,,,,,,,,,,,,,,,
07012, 10.785200 ," 601,761 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M15HAI,F12GRL,L08GRA,P17RLA,,,,,,,,,,,,,,,,,,
07013, 12.361596 ," 447,051,307 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M12GRA,F11GRA,L08GRA,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07014, 11.639036 ," 375,039 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M45RLP,F12GRL,L08GRA,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07016, 12.963368 ," 10,887 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F12GRL,L11RLA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07017, 12.963368 ," 43,639,323 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F12GRL,L11RLA,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07018, 12.786699 ," 38,072 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M45RLP,F11GRA,L08GRA,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07019, 13.661419 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M45RLP,F12GRL,L11RLA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07020, 9.644500 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E13041,H06124,,,F12GRL,L11RLA,P17RLA,S07RLA,,,,,,,,,,,B11124,,,,,,
07021, 9.674742 ," 1,050,664 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E13041,H06124,,,F12GRL,L11RLA,P17RLA,S03LRE,,,,,,,,,,,B11124,,,,,,
07022, 10.299258 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,,F12GRL,L11RLA,P17RLA,S07RLA,,,,,,,,,,,,,,,,,
07023, 10.299258 ," 6,058,921 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,,F12GRL,L11RLA,P17RLA,,,,,,,,,,,,,,,,,,
07024, 13.551984 ," 750,030 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M45RLP,F12GRL,L08GRA,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07025, 11.438132 ," 1,477,553 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M42RLA,F12GRL,L11RLA,P17RLA,S03LRE,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07026, 9.672403 ," 7,489,777 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,,F12GRL,L11RLA,,S03LRE,,,,,,,,,,,,,,,,,
07027, 12.853933 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F12GRL,L08GRA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07028, 12.212206 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,,F12GRL,L11RLA,P17RLA,S07RLA,,,,,,,,,,,,,,,,,
07029, 12.196836 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F12GRL,L08GRA,,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07030, 12.212206 ," 9,937 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,,F12GRL,L11RLA,P17RLA,,,,,,,,,,,,,,,,,,
07031, 10.894635 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M15HAI,F12GRL,L11RLA,P17RLA,S07RLA,,,,,,,,,,,,,,,,,
07032, 10.894635 ," 3,576,916 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M15HAI,F12GRL,L11RLA,P17RLA,,,,,,,,,,,,,,,,,,
07033, 11.445674 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,,F12GRL,L08GRA,,,,,,,,,,,,,,,,,,,
07034, 11.337486 ," 21,043,085 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,,F11GRA,L08GRA,,,,,,,,,,,,,,,,,,,
07035, 10.539269 ," 920,449 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E15050,H09127,,,F11GRA,L08GRA,,,,,,,,,,,,,B08050,,,,,,
07036, 12.196836 ," 405,654 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F12GRL,L08GRA,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07037, 12.041051 ," 84,011 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M15HAI,F12GRL,L08GRA,,,,,,,,,,,,,,,,,,,
07038, 10.189823 ," 99,653 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,,F12GRL,L08GRA,P17RLA,,,,,,,,,,,,,,,,,,
07039, 12.102771 ," 3,007,988 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,,F12GRL,L08GRA,P17RLA,,,,,,,,,,,,,,,,,,
07040, 9.922940 ," 166,164 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E13041,H06124,,M44RLH,F12GRL,L11RLA,P17RLA,,,,,WTRCLC,,,,,,,B11124,B16CLC,,,,,
07041, 10.607940 ," 754,929 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M44RLH,F12GRL,L11RLA,P17RLA,S03LRE,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07042, 12.698148 ," 328,102 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M15HAI,F12GRL,L08GRA,P17RLA,,,,,,,,,,,,,,,,,,
07043, 11.922479 ," 4,119 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,,F12GRL,L08GRA,P08GRA,,,,,,,,,,,,,,,,,,
07044, 11.814291 ," 1,032,574 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,,F11GRA,L08GRA,P08GRA,,,,,,,,,,,,,,,,,,
07045, 10.505382 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,,,L08GRA,,,,,,,,,,,,,,,,,,,
07048, 11.016074 ," 618,516 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E15050,H09127,,,F11GRA,L08GRA,P08GRA,,,,,,,,,,,,B08050,,,,,,
07049, 12.517856 ," 37,304,090 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M15HAI,F12GRL,L08GRA,P08GRA,,,,,,,,,,,,,,,,,,
07050, 11.156003 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E15050,H09127,,M46THL,F11GRA,L08GRA,P08GRA,,,,,,,,,,,,B08050,,,,,,
07051, 11.477415 ," 305,597 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M46THL,F11GRA,L08GRA,,,,,,,,,,,,,,,,,,,
07052, 11.080662 ," 19,247,312 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M43RLB,F12GRL,L11RLA,P17RLA,S03LRE,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07053, 10.577698 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M44RLH,F12GRL,L11RLA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07054, 12.088648 ," 12,057 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F11GRA,L08GRA,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07055, 12.853933 ," 7,591,457 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F12GRL,L08GRA,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07056, 10.679198 ," 9,769,151 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E15050,H09127,,M46THL,F11GRA,L08GRA,,,,,,,,,,,,,B08050,,,,,,
07057, 9.644500 ," 292,476 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E13041,H06124,,,F12GRL,L11RLA,P17RLA,,,,,,,,,,,,B11124,,,,,,
07058, 10.329500 ," 14,959,438 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,,F12GRL,L11RLA,P17RLA,S03LRE,,,,,,,,,,,,,,,,,
07059, 12.133013 ," 174,697 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,,F12GRL,L08GRA,P17RLA,S03LRE,,,,,,,,,,,,,,,,,
07060, 11.563379 ," 107,097,029 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E15050,H09127,,M12GRA,F11GRA,L08GRA,P08GRA,,,,,WTRCLC,,,,,,,B08050,B16CLC,,,,,
07061, 13.211403 ," 22,264,194 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M42RLA,F12GRL,L08GRA,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07062, 10.423565 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M43RLB,F12GRL,L11RLA,,S03LRE,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07063, 12.745745 ," 17,955,594 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F11GRA,L08GRA,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07064, 13.263504 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M45RLP,F11GRA,L08GRA,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07065, 12.465287 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E15050,H09127,,M45RLP,F11GRA,L08GRA,P08GRA,,,,,WTRCLC,,,,,,,B08050,B16CLC,,,,,
07066, 11.884791 ," 142,356 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M12GRA,F11GRA,L08GRA,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07067, 10.329500 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,,F12GRL,L11RLA,P17RLA,S03LRE,S07RLA,,,,,,,,,,,,,,,,
07068, 13.241645 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M42RLA,F12GRL,L08GRA,P17RLA,S03LRE,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07069, 12.963368 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F12GRL,L11RLA,P17RLA,S07RLA,,,,WTRCLC,X37TIF,,,,,,B16CLC,,,,,,
07070, 12.963368 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F12GRL,L11RLA,P17RLA,,,,,WTRCLC,X37TIF,,,,,,B16CLC,,,,,,
07071, 12.196836 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F12GRL,L08GRA,,,,,,WTRCLC,X37TIF,,,,,,B16CLC,,,,,,
07072, 12.853933 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F12GRL,L08GRA,P17RLA,,,,,WTRCLC,X37TIF,,,,,,B16CLC,,,,,,
07073, 12.088648 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F11GRA,L08GRA,,,,,,WTRCLC,X37TIF,,,,,,B16CLC,,,,,,
07075, 11.438132 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M42RLA,F12GRL,L11RLA,P17RLA,S03LRE,S07RLA,,,WTRCLC,,,,,,,B16CLC,,,,,,
07076, 11.086574 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E15050,H09127,,M12GRA,F11GRA,L08GRA,,,,,,WTRCLC,,,,,,,B08050,B16CLC,,,,,
07077, 11.445674 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,,F12GRL,L08GRA,,S07RLA,,,,,,,,,,,,,,,,,
07078, 12.745745 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F11GRA,L08GRA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07079, 11.994583 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,,F11GRA,L08GRA,P17RLA,,,,,,,,,,,,,,,,,,
07080, 11.994583 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,,F11GRA,L08GRA,P17RLA,S07RLA,,,,,,,,,,,,,,,,,
07081, 12.745745 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F11GRA,L08GRA,P17RLA,S07RLA,,,,WTRCLC,X37TIF,,,,,,B16CLC,,,,,,
07082, 12.088648 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F11GRA,L08GRA,,S07RLA,,,,WTRCLC,X37TIF,,,,,,B16CLC,,,,,,
07083, 12.565453 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F11GRA,L08GRA,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07084, 12.745745 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F11GRA,L08GRA,P17RLA,,,,,WTRCLC,X37TIF,,,,,,B16CLC,,,,,,
07085, 11.337542 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,,F11GRA,L08GRA,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07086, 11.016130 ," 1,820 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E15050,H09127,,,F11GRA,L08GRA,P08GRA,,,,,WTRCLC,,,,,,,B08050,B16CLC,,,,,
07087, 11.477471 ," 23,185,666 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M46THL,F11GRA,L08GRA,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07088, 11.156059 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E15050,H09127,,M46THL,F11GRA,L08GRA,P08GRA,,,,,WTRCLC,,,,,,,B08050,B16CLC,,,,,
07089, 9.953182 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E13041,H06124,,M44RLH,F12GRL,L11RLA,P17RLA,S03LRE,,,,WTRCLC,,,,,,,B11124,B16CLC,,,,,
07090, 12.469784 ," 749,020 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M12GRA,F12GRL,L08GRA,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07091, 12.409668 ," 9,921,530 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M15HAI,F11GRA,L08GRA,P08GRA,,,,,,,,,,,,,,,,,,
07092, 11.050420 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M43RLB,F12GRL,L11RLA,P17RLA,S07RLA,,,,WTRCLC,,,345SSA,,,,B16CLC,,,,,,
07093, 11.932863 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M15HAI,F11GRA,L08GRA,,,,,,,,,,,,,,,,,,,
07094, 11.298455 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M42RLA,F12GRL,L08GRA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07095, 13.211403 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M42RLA,F12GRL,L08GRA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07096, 12.541888 ," 1,424,988 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M12GRA,F11GRA,L08GRA,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07097, 11.080662 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M43RLB,F12GRL,L11RLA,P17RLA,S03LRE,S07RLA,,,WTRCLC,,,,,,,B16CLC,,,,,,
07098, 11.050420 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M43RLB,F12GRL,L11RLA,P17RLA,S07RLA,,,,WTRCLC,X34TIF,,,,,,B16CLC,,,,,,
07099, 12.963368 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M43RLB,F12GRL,L11RLA,P17RLA,S07RLA,,,,WTRCLC,X34TIF,,,,,,B16CLC,,,,,,
07100, 12.698148 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M15HAI,F12GRL,L08GRA,P17RLA,S07RLA,,,,,,,,,,,,,,,,,
07101, 12.517856 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M15HAI,F12GRL,L08GRA,P08GRA,S07RLA,,,,,,,,,,,,,,,,,
07102, 12.807583 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M15HAI,F12GRL,L11RLA,P17RLA,S07RLA,,,,,,,,,,,,,,,,,
07103, 11.080662 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M43RLB,F12GRL,L11RLA,P17RLA,S03LRE,S07RLA,,,WTRCLC,,,,,,,B16CLC,,,,,,
07104, 11.050420 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M43RLB,F12GRL,L11RLA,P17RLA,S07RLA,,,,WTRCLC,X35TIF,,,,,,B16CLC,,,,,,
07105, 11.050420 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M43RLB,F12GRL,L11RLA,P17RLA,,,,,WTRCLC,X35TIF,,,,,,B16CLC,,,,,,
07106, 10.785200 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M15HAI,F12GRL,L08GRA,P17RLA,S07RLA,,,,,,,,,,,,,,,,,
07107, 10.883030 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M15HAI,F12GRL,L08GRA,P17RLA,S07RLA,,,,,,,184SSA,,,,,,,,,,
07108, 10.992465 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M15HAI,F12GRL,L11RLA,P17RLA,S07RLA,,,,,,,184SSA,,,,,,,,,,
07109, 11.846301 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M45RLP,F12GRL,L11RLA,P17RLA,S07RLA,,,,WTRCLC,,,184SSA,,,,B16CLC,,,,,,
07110, 11.846301 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M45RLP,F12GRL,L11RLA,P17RLA,,,,,WTRCLC,,,184SSA,,,,B16CLC,,,,,,
07111, 10.883030 ," 688,298 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M15HAI,F12GRL,L08GRA,P17RLA,,,,,,,,184SSA,,,,,,,,,,
07112, 10.992465 ," 25,070,857 ",CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M15HAI,F12GRL,L11RLA,P17RLA,,,,,,,,184SSA,,,,,,,,,,
07113, 12.795978 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M15HAI,F12GRL,L08GRA,P17RLA,,,,,,,,184SSA,,,,,,,,,,
07114, 12.795978 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M15HAI,F12GRL,L08GRA,P17RLA,S07RLA,,,,,,,184SSA,,,,,,,,,,
07115, 11.298455 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M42RLA,F12GRL,L08GRA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07116, 11.298455 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M42RLA,F12GRL,L08GRA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,,,
07117, 13.211403 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,E14046,H09127,,M42RLA,F12GRL,L08GRA,P17RLA,S07RLA,,,,WTRCLC,,,348SSA,,,,B16CLC,,,,,,
07118, 11.407890 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M42RLA,F12GRL,L11RLA,P17RLA,S07RLA,,,,WTRCLC,,,349SSA,,,,B16CLC,,,,,,
07119, 11.298455 , -   ,CTYLAK,FORLAK,T07AVO,R07AVO,C03532,,,U03116,M42RLA,F12GRL,L08GRA,P17RLA,S07RLA,,,,WTRCLC,,,349SSA,,,,B16CLC,,,,,,
