Tax Code, Agg Rate , Agg EAV ,CTY,FOR,TWP,RBT,COL,ESD,HSD,USD,MUN,FIR,LIB,PRK,SAN1,SAN2,MSQ,POR,WTR,TIF,TIF,SSA1,SSA2,SSA3,SSA4,SP1,SP2,SP3,SP4,Other,,
11086, 6.577618 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,,F15LIB,L04CME,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,,,
11087, 6.254554 ," 21,506 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E17065,H02115,,,F15LIB,L04CME,,,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,,,
11088, 7.699188 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,,F15LIB,L04CME,,S05NSH,,,,WTRCLC,,,,,,,B16CLC,,,,,,
11089, 7.540852 ," 45,319,184 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
11090, 6.419236 ," 24,445,604 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
11091, 6.523469 ," 25,775,341 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
11092, 7.916021 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,,F20ROC,L04CME,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,,,
11093, 7.641908 ," 8,922,832 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
11094, 6.419282 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,,F15LIB,L04CME,,,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,,,
11095, 7.699234 ," 635,178 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,,F15LIB,L04CME,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,,,
11096, 6.520292 ," 13,829,393 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
11097, 6.412890 ," 564,896 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E17065,H02115,,,F15LIB,L04CME,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,,,
11098, 7.800244 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,S05NSH,,,,WTRCLC,,,,,,,B16CLC,,,,,,
11099, 6.678628 ," 36,104,051 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,S05NSH,,,,WTRCLC,,,,,,,B16CLC,,,,,,
11100, 6.629677 ," 6,890,892 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E17065,H02115,,,F20ROC,L04CME,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,,,
11101, 7.660492 ," 15,130,939 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
11102, 8.948422 ," 887,747 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H04120,,M49VHI,F07COU,L04CME,P18VHI,,,,,WTRCLC,,,,,,,B09COU,B16CLC,,,,,
11103, 12.412407 ," 14,228,311 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M35NCH,,,P06FOS,S05NSH,,,,,,,,,,,B04NCH,,,,,,
11104, 12.412453 ," 26,303,420 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M35NCH,,,P06FOS,S05NSH,,Q01LBL,,,,,,,,,B04NCH,,,,,,
11105, 6.520236 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,171SSA,,,,,,,,,,
11106, 6.520292 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,,,WTRCLC,,,171SSA,,,,B16CLC,,,,,,
11107, 7.761492 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,171SSA,,,,,,,,,,
11108, 11.739615 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M35NCH,,,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B04NCH,B16CLC,,,,,
11109, 8.506470 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,,F15LIB,L04CME,P20WAK,,,,,,,,,,,,,,,,,,
11110, 6.678674 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,,,
11111, 6.678618 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,S05NSH,,Q01LBL,,,,,,,,,,,,,,,
11112, 7.800290 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,,,
11113, 6.634423 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M28LIB,,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
11114, 9.139301 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M49VHI,F07COU,L04CME,P18VHI,,,,,WTRCLC,,,385SSA,,,,B09COU,B16CLC,,,,,
11115, 9.139301 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M49VHI,F07COU,L04CME,P18VHI,,,,,WTRCLC,,,386SSA,,,,B09COU,B16CLC,,,,,
11116, 9.139301 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M49VHI,F07COU,L04CME,P18VHI,,,,,WTRCLC,,,387SSA,,,,B09COU,B16CLC,,,,,
11117, 9.139301 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M49VHI,F07COU,L04CME,P18VHI,,,,,WTRCLC,,,388SSA,,,,B09COU,B16CLC,,,,,
11118, 10.225149 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M52WAK,,,P20WAK,,,,,,,,407SSA,,,,,,,,,,
11119, 7.641852 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,172SSA,,,,,,,,,,
11120, 10.225149 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M52WAK,,,P20WAK,,,,,,,,406SSA,,,,,,,,,,
11121, 7.641852 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,173SSA,,,,,,,,,,
11122, 7.641852 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,172SSA,173SSA,,,,,,,,,
11123, 7.641852 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,170SSA,173SSA,,,,,,,,,
11124, 8.207741 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M12GRA,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
11125, 12.412509 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M35NCH,,,P06FOS,S05NSH,,Q01LBL,,WTRCLC,,,,,,,B04NCH,B16CLC,,,,,
11126, 8.033455 ," 13,398,805 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M28LIB,,L04CME,,,,,,WTRCLC,,,223SSA,,,,B16CLC,,,,,,
11127, 8.968247 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H04120,,M49VHI,F07COU,L04CME,P15MUN,,,,,WTRCLC,,,,,,,B09COU,B15MUN,B16CLC,,,,
11128, 6.520338 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,Q01LBL,,WTRCLC,,,,,,,B16CLC,,,,,,
11129, 7.328907 ," 89,199,257 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M24LFO,,,,S05NSH,,,,,,,,,,,,,,,,,
11130, 7.641852 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,174SSA,,,,,,,,,,
11131, 9.888490 ," 1,871,170 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H04120,,M33MUN,,L07FRE,P15MUN,,,,,WTRCLC,,,,,,,B15MUN,B16CLC,B17MU2,,,,
11132, 7.641852 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,175SSA,,,,,,,,,,
11133, 6.520236 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,176SSA,,,,,,,,,,
11134, 7.875679 ," 18,120,426 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M28LIB,,L04CME,,,,,,WTRCLC,,,224SSA,,,,B16CLC,,,,,,
11135, 7.159591 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E18067,H10128,,M24LFO,,,,S05NSH,,,,,,,,,,,,,,,,,
11136, 7.001255 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E18067,H10128,,M24LFO,,,,,,,,,,,,,,,,,,,,,
11137, 5.979777 ," 40,748,922 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E18067,H02115,,M24LFO,,,,S05NSH,,,,,,,,,,,,,,,,,
11138, 6.520292 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,,,WTRCLC,,,176SSA,,,,B16CLC,,,,,,
11139, 8.948366 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H04120,,,F07COU,L04CME,P18VHI,,,,,,,,,,,,B09COU,,,,,,
11140, 8.968191 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H04120,,,F07COU,L04CME,P15MUN,,,,,,,,,,,,B09COU,B15MUN,,,,,
11141, 9.805358 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H04120,,M33MUN,,L04CME,P18VHI,,,,,WTRCLC,,,,,,,B16CLC,B17MU2,,,,,
11142, 6.523413 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,330SSA,,,,,,,,,,
11143, 6.716464 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,331SSA,,,,,,,,,,
11144, 6.716464 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,330SSA,331SSA,,,,,,,,,
11145, 6.858068 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,S05NSH,,,,,,,332SSA,,,,,,,,,,
11146, 6.699732 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,332SSA,,,,,,,,,,
11147, 7.641852 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,177SSA,,,,,,,,,,
11148, 7.875679 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M28LIB,,L04CME,,,,,,WTRCLC,,,225SSA,,,,B16CLC,,,,,,
11149, 10.383485 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M52WAK,,,P20WAK,S05NSH,,,,,,,406SSA,,,,,,,,,,
11150, 6.858124 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,S05NSH,,,,WTRCLC,,,332SSA,,,,B16CLC,,,,,,
11151, 6.523469 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,330SSA,,,,B16CLC,,,,,,
11152, 6.716520 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,330SSA,331SSA,,,B16CLC,,,,,,
11153, 6.716520 ," 36,156,255 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,331SSA,,,,B16CLC,,,,,,
11154, 6.876222 ," 5,525,621 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M32MET,F15LIB,L04CME,,S05NSH,,,,WTRCLC,,,332SSA,333SSA,,,B16CLC,,,,,,
11155, 7.641852 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,178SSA,,,,,,,,,,
11156, 7.761492 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,178SSA,,,,,,,,,,
11157, 6.520236 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,,,,,,178SSA,,,,,,,,,,
11158, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,304SSA,,,B16CLC,,,,,,
11159, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,305SSA,,,B16CLC,,,,,,
11160, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,306SSA,,,B16CLC,,,,,,
11161, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,307SSA,,,B16CLC,,,,,,
11162, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,308SSA,,,B16CLC,,,,,,
11163, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,309SSA,,,B16CLC,,,,,,
11164, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,310SSA,,,B16CLC,,,,,,
11165, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,311SSA,,,B16CLC,,,,,,
11166, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,312SSA,,,B16CLC,,,,,,
11167, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,313SSA,,,B16CLC,,,,,,
11168, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,314SSA,,,B16CLC,,,,,,
11169, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,315SSA,,,B16CLC,,,,,,
11170, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,316SSA,,,B16CLC,,,,,,
11171, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,317SSA,,,B16CLC,,,,,,
11172, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,318SSA,,,B16CLC,,,,,,
11173, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,319SSA,,,B16CLC,,,,,,
11174, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,320SSA,,,B16CLC,,,,,,
11175, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,321SSA,,,B16CLC,,,,,,
11176, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,322SSA,,,B16CLC,,,,,,
11177, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,323SSA,,,B16CLC,,,,,,
11178, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,324SSA,,,B16CLC,,,,,,
11179, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,325SSA,,,B16CLC,,,,,,
11180, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,326SSA,,,B16CLC,,,,,,
11181, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,327SSA,,,B16CLC,,,,,,
11182, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,328SSA,,,B16CLC,,,,,,
11183, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,329SSA,,,B16CLC,,,,,,
11184, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,266SSA,281SSA,,,B16CLC,,,,,,
11185, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,267SSA,281SSA,,,B16CLC,,,,,,
11186, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,268SSA,281SSA,,,B16CLC,,,,,,
11187, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,269SSA,281SSA,,,B16CLC,,,,,,
11188, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,270SSA,281SSA,,,B16CLC,,,,,,
11189, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,271SSA,281SSA,,,B16CLC,,,,,,
11190, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,272SSA,281SSA,,,B16CLC,,,,,,
11191, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,273SSA,281SSA,,,B16CLC,,,,,,
11192, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,274SSA,281SSA,,,B16CLC,,,,,,
11193, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,275SSA,281SSA,,,B16CLC,,,,,,
11194, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,276SSA,281SSA,,,B16CLC,,,,,,
11195, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,277SSA,281SSA,,,B16CLC,,,,,,
11196, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,278SSA,281SSA,,,B16CLC,,,,,,
11197, 9.196359 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,279SSA,281SSA,,,B16CLC,,,,,,
11198, 9.196359 ," 5,446,741 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,281SSA,,,,B16CLC,,,,,,
11199, 8.663874 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,303SSA,,,,,,,,,,
11200, 8.663874 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,302SSA,,,,,,,,,,
11201, 8.663874 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,301SSA,,,,,,,,,,
11202, 8.663874 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,300SSA,,,,,,,,,,
11203, 8.663874 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,299SSA,,,,,,,,,,
11204, 8.663874 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,298SSA,,,,,,,,,,
11205, 8.663874 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,297SSA,,,,,,,,,,
11206, 10.576486 ," 1,497,261 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E23075,H04120,,M33MUN,,L07FRE,P15MUN,,,,,WTRCLC,X29TIF,,,,,,B15MUN,B16CLC,B17MU2,,,,
11207, 10.594527 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E24076,H04120,,M33MUN,,L07FRE,P15MUN,,,,,WTRCLC,X29TIF,,,,,,B15MUN,B16CLC,B17MU2,,,,
11208, 8.798930 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,280SSA,303SSA,,,,,,,,,
11209, 8.798930 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,280SSA,302SSA,,,,,,,,,
11210, 8.798930 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,280SSA,301SSA,,,,,,,,,
11211, 8.798930 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,280SSA,300SSA,,,,,,,,,
11212, 8.798930 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,280SSA,299SSA,,,,,,,,,
11213, 8.798930 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,280SSA,298SSA,,,,,,,,,
11214, 8.798930 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,,,,280SSA,297SSA,,,,,,,,,
11215, 8.663930 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E22073,H10128,,M32MET,F15LIB,L04CME,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
11216, 7.641908 ," 1,472,662 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E19068,H10128,,M13GOA,F15LIB,L04CME,,,,,,WTRCLC,,,178SSA,,,,B16CLC,,,,,,
11217, 7.761548 ," 3,997,233 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E20070,H10128,,M13GOA,F15LIB,L04CME,,,,,,WTRCLC,,,178SSA,,,,B16CLC,,,,,,
11218, 6.520292 ," 1,302,326 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M13GOA,F15LIB,L04CME,,,,,,WTRCLC,,,178SSA,,,,B16CLC,,,,,,
11219, 11.144017 ," 429,215 ",CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E24076,H04120,,M33MUN,F07COU,L04CME,P15MUN,,,,,WTRCLC,,,,,,,B09COU,B15MUN,B16CLC,B17MU2,,,
11220, 6.595499 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,,F15LIB,L04CME,,,,,,,,,332SSA,,,,,,,,,,
11221, 8.117175 , -   ,CTYLAK,FORLAK,T11LIB,R11LIB,C03532,E21072,H10128,,M24LFO,F15LIB,L04CME,,,,,,,,,332SSA,,,,,,,,,,
