TCA, Agg Ext ,Agg Rate,CTY,FOR,TWP,RBT,COL,ESD,HSD,USD,MUN,FIR,LIB,PRK,SAN1,SAN2,MSQ,POR,WTR,TIF,TIF,SSA1,SSA2,SSA3,SSA4,SP1,SP2,SP3,SP4,Other
12031,,9.896,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M45RLP,F11GRA,L07FRE,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12032,"32,872,845",10.028845,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H09127,,M12GRA,F11GRA,L07FRE,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12033,"1,201,926",12.027192,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M12GRA,F11GRA,L07FRE,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12034,"286,893",8.556979,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M16HWO,F22WAC,L07FRE,,,,,,,,,,,,,,,,,
12035,,8.701266,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M51WAC,,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,,,,
12036,"77,951",10.853527,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H09127,,M45RLP,F11GRA,L07FRE,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12037,,10.379526,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H09127,,M45RLP,F11GRA,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,,,,
12038, -   ,12.851874,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M45RLP,F11GRA,L07FRE,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12039,,12.377873,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M45RLP,F11GRA,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,,,,
12040,,8.251843,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,,,U02095,M16HWO,F22WAC,L07FRE,,,,,,,,,,,,,,,,,
12041,"264,780",8.700952,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M33MUN,,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,B17MU2,,,
12042,,10.409504,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E20070,H09127,,M45RLP,F11GRA,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,,,,
12043,,9.421999,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M45RLP,F11GRA,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,,,,
12044,"26,294",11.097326,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,,F12GRL,L07FRE,,,,,,,,,,,,,,,,,
12045,"3,959,094",8.141452,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,,F12GRL,L07FRE,,,,,,,,,,,,,,,,,
12046,"253,146",7.588791,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,,,U02095,,F22WAC,L07FRE,,,,,,,,,,,,,,,,,
12047,,8.251843,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,,,U02095,M16HWO,F22WAC,L07FRE,,,,,,,,,,,,,,,,,
12048,,8.694755,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,,F11GRA,L07FRE,P17RLA,,,,,,,,,,,,,,,,
12049,"1,153,823",9.521346,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E20070,H09127,,,F11GRA,L07FRE,P08GRA,,,,,,,,,,,,,,,,
12050,,9.547846,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E24076,H04120,,M31LGR,F07COU,L07FRE,,,,,,,,,,,,,B09COU,,,,
12051,"412,820",8.878218,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H09127,,M28LIB,,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,,,,
12052,"182,733",9.352219,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H09127,,M28LIB,,L07FRE,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12053,,9.491368,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H09127,,,F11GRA,L07FRE,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12054,,9.521346,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E20070,H09127,,,F11GRA,L07FRE,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12055, -   ,7.861631,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M31LGR,F07COU,L07FRE,,,,,,,,,,,,,B09COU,,,,
12056, -   ,10.020385,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E24076,H04120,,M31LGR,F07COU,L07FRE,P15MUN,,,,,,,,,,,,B09COU,B15MUN,,,
12057,"5,094,515",8.33417,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M31LGR,F07COU,L07FRE,P15MUN,,,,,,,,,,,,B09COU,B15MUN,,,
12058,"4,444,272",10.859706,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E24076,H04120,,M33MUN,,L07FRE,P15MUN,,,,,WTRCLC,,,,,,,B15MUN,B16CLC,B17MU2,,
12059,"2,355,666",10.693735,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E24076,H07125,,,F07COU,L07FRE,P15MUN,,,,,,,,,,,,B09COU,B15MUN,,,
12060,"9,247,138",9.071318,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M12GRA,F11GRA,L07FRE,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12061,"326,395",9.554844,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H09127,,M12GRA,F11GRA,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,,,,
12062,,11.553191,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M12GRA,F11GRA,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,,,,
12063,"13,539,820",8.33417,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,,F07COU,L07FRE,P15MUN,,,,,,,,,,,,B09COU,B15MUN,,,
12064,"974,088",10.058823,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E20070,H09127,,M12GRA,F11GRA,L07FRE,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12065,,11.014441,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H09127,,M45RLP,F11GRA,L07FRE,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12066,,10.056914,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M45RLP,F11GRA,L07FRE,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12067,,9.896,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M45RLP,F11GRA,L07FRE,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12068,,9.22379,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M45RLP,F07COU,L07FRE,,,,,,WTRCLC,,,,,,,B09COU,B16CLC,,,
12069,,9.22379,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M45RLP,F07COU,L07FRE,,,,,,WTRCLC,,,,,,,B09COU,B16CLC,,,
12070,"42,778",7.86689,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,,,U02095,M34NBA,F22WAC,L07FRE,,,,,,,,,,,,,,,,,
12071,"90,872",8.597317,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M12GRA,F11GRA,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,,,,
12072,"1,657,631",13.012788,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M45RLP,F11GRA,L07FRE,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12073,,9.445927,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E23075,H04120,,,F07COU,L07FRE,,,,,,,,,150SSA,,,,B09COU,,,,
12074,,10.137732,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E23075,H04120,,M28LIB,F07COU,L07FRE,,,,,,,,,,,,,B09COU,,,,
12075,"22,533",9.547846,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E24076,H04120,,M31LGR,F07COU,L07FRE,P14LGR,,,,,,,,,,,,B09COU,,,,
12076, -   ,8.339359,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,,F22WAC,L07FRE,P19WAC,,,,,,,,,,,,,,,,
12077,"51,233,486",9.811739,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M51WAC,F22WAC,L07FRE,P19WAC,,,,,WTRCLC,,,,,,,B16CLC,,,,
12078,,11.097326,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,,F12GRL,L07FRE,,S07RLA,,,,,,,,,,,,,,,
12079,"472,310",12.188295,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M42RLA,F12GRL,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,,,,
12080,,12.188295,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M42RLA,F12GRL,L07FRE,,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,
12081,,11.732241,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,,F12GRL,L07FRE,P17RLA,,,,,,,,,,,,,,,,
12082,,11.014441,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H09127,,M45RLP,F11GRA,L07FRE,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12083,,10.056914,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M45RLP,F11GRA,L07FRE,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12084, -   ,12.82321,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M42RLA,F12GRL,L07FRE,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12085,,11.732241,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,,F12GRL,L07FRE,P17RLA,S07RLA,,,,,,,,,,,,,,,
12086,,12.82321,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M42RLA,F12GRL,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,
12087,,9.232421,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F12GRL,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,,,,
12088,,9.150809,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F11GRA,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,,,,
12089,"9,289,864",9.867336,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F12GRL,L07FRE,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12090,"398,489",9.785724,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F11GRA,L07FRE,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12091,,9.867336,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F12GRL,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,
12092,,9.785724,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F11GRA,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,
12093,,12.82321,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M42RLA,F12GRL,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,351SSA,,,,B16CLC,,,,
12094,,9.867336,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F12GRL,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,351SSA,,,,B16CLC,,,,
12095,,9.785724,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F11GRA,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,351SSA,,,,B16CLC,,,,
12096,,12.82321,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M42RLA,F12GRL,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,350SSA,,,,B16CLC,,,,
12097,,9.785724,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F11GRA,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,350SSA,,,,B16CLC,,,,
12098,,9.867336,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F12GRL,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,350SSA,,,,B16CLC,,,,
12099,,12.82321,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M42RLA,F12GRL,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,350SSA,351SSA,,,B16CLC,,,,
12100,,9.867336,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F12GRL,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,350SSA,351SSA,,,B16CLC,,,,
12101,,9.785724,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F11GRA,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,350SSA,351SSA,,,B16CLC,,,,
12102,,12.82321,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M42RLA,F12GRL,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,352SSA,,,,B16CLC,,,,
12103,,11.732241,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,,F12GRL,L07FRE,P17RLA,,,,,,,,352SSA,,,,,,,,
12104,,11.732241,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,,F12GRL,L07FRE,P17RLA,S07RLA,,,,,,,352SSA,,,,,,,,
12105,,10.113602,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,,,U04118,M51WAC,,L07FRE,P19WAC,,,,,WTRCLC,,,,,,,B16CLC,,,,
12106,,9.146698,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M51WAC,,L07FRE,P19WAC,,,,,WTRCLC,,,403SSA,,,,B16CLC,,,,
12107,"11,519,771",8.524683,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M16HWO,F07COU,L07FRE,,,,,,,,,180SSA,,,,B09COU,,,,
12108,,8.556979,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M16HWO,F22WAC,L07FRE,,,,,,,,,180SSA,,,,,,,,
12109,"3,636,008",8.251843,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,,,U02095,M16HWO,F22WAC,L07FRE,,,,,,,,,180SSA,,,,,,,,
12110,"45,682,549",8.524683,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M16HWO,F07COU,L07FRE,,,,,,,,,181SSA,,,,B09COU,,,,
12111,"21,592,401",8.447376,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M16HWO,F14LZU,L07FRE,,,,,,,,,181SSA,,,,,,,,
12112,"28,715,416",9.811739,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M51WAC,F22WAC,L07FRE,P19WAC,,,,,WTRCLC,,,403SSA,,,,B16CLC,,,,
12115,,9.652282,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H09127,,,F11GRA,L07FRE,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12116,,8.694755,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,,F11GRA,L07FRE,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12117,,9.867336,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F12GRL,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,353SSA,,,,B16CLC,,,,
12118,,9.785724,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F11GRA,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,353SSA,,,,B16CLC,,,,
12119,,9.652282,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H09127,,,F11GRA,L07FRE,P17RLA,,,,,,,,,,,,,,,,
12120,,9.785724,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F11GRA,L07FRE,P17RLA,S07RLA,,,,WTRCLC,,,354SSA,,,,B16CLC,,,,
12121,,12.188295,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M42RLA,F12GRL,L07FRE,,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,
12122,"15,036,428",7.861631,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,,F07COU,L07FRE,,,,,,,,,151SSA,,,,B09COU,,,,
12123,,8.776367,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,,F12GRL,L07FRE,P17RLA,,,,,,,,,,,,,,,,
12124,,8.776367,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,,F12GRL,L07FRE,P17RLA,S07RLA,,,,,,,,,,,,,,,
12125,,10.757787,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E23075,H04120,,M33MUN,,L07FRE,P15MUN,,,,,WTRCLC,X29TIF,,,,,,B15MUN,B16CLC,B17MU2,,
12126,,9.918466,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E23075,H04120,,,F07COU,L07FRE,P15MUN,,,,,,,,150SSA,,,,B09COU,B15MUN,,,
12127,"902,727",8.997222,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M16HWO,F07COU,L07FRE,P15MUN,,,,,,,,,,,,B09COU,B15MUN,,,
12128,,8.751645,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M28LIB,F11GRA,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,,,,
12129,,9.333697,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M33MUN,F07COU,L07FRE,,,,,,WTRCLC,,,,,,,B09COU,B16CLC,B17MU2,,
12130,"373,064",9.806236,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M33MUN,F07COU,L07FRE,P15MUN,,,,,WTRCLC,,,,,,,B09COU,B15MUN,B16CLC,B17MU2,
12131,,9.811739,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M51WAC,F22WAC,L07FRE,P19WAC,,,,,WTRCLC,,,,,,,B16CLC,,,,
12132,,11.492451,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E24076,H04120,,M33MUN,F07COU,L07FRE,P15MUN,,,,,WTRCLC,,,,,,,B09COU,B15MUN,B16CLC,B17MU2,
12133,"33,968,769",9.232232,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M12GRA,F11GRA,L07FRE,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12134,"554,297",10.778643,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,,,U04118,M51WAC,F22WAC,L07FRE,P19WAC,,,,,WTRCLC,,,,,,,B16CLC,,,,
12135, -   ,9.366307,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M51WAC,F22WAC,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,,,,
12136,,8.399108,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M12GRA,F07COU,L07FRE,,,,,,WTRCLC,,,,,,,B09COU,B16CLC,,,
12137,"87,690",10.189759,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H09127,,M12GRA,F11GRA,L07FRE,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12138, -   ,9.504987,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E23075,H04120,,M28LIB,,L07FRE,,,,,,,,,,,,,,,,,
12139,,8.597317,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M12GRA,F11GRA,L07FRE,,,,,,,,,,,,,,,,,
12140, -   ,8.394692,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M28LIB,,L07FRE,P08GRA,,,,,WTRCLC,,,,,,,B16CLC,,,,
12141,"3,134,865",7.861631,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,,F07COU,L07FRE,,,,,,,,,,,,,B09COU,B15MUN,,,
12142,,10.757787,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E23075,H04120,,M33MUN,,L07FRE,P15MUN,,,,,WTRCLC,X29TIF,,,,,,B15MUN,B16CLC,B17MU2,,
12143,"159,853",10.757787,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E23075,H04120,,M33MUN,,L07FRE,P15MUN,,,,,WTRCLC,X30TIF,,,,,,B15MUN,B16CLC,B17MU2,,
12144,"17,158,770",7.861631,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,,F07COU,L07FRE,,,,,,,,,155SSA,,,,B09COU,,,,
12145,"5,647,754",8.05984,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,,F11GRA,L07FRE,,,,,,,,,155SSA,,,,,,,,
12146, -   ,12.82321,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M42RLA,F12GRL,L07FRE,P17RLA,,,,,WTRCLC,,,351SSA,,,,B16CLC,,,,
12147,"717,559",9.867336,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F12GRL,L07FRE,P17RLA,,,,,WTRCLC,,,351SSA,,,,B16CLC,,,,
12148,,9.785724,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F11GRA,L07FRE,P17RLA,,,,,WTRCLC,,,351SSA,,,,B16CLC,,,,
12149,"13,519,741",12.82321,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M42RLA,F12GRL,L07FRE,P17RLA,,,,,WTRCLC,,,350SSA,351SSA,,,B16CLC,,,,
12150,"18,259,112",9.867336,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F12GRL,L07FRE,P17RLA,,,,,WTRCLC,,,350SSA,351SSA,,,B16CLC,,,,
12151, -   ,9.785724,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F11GRA,L07FRE,P17RLA,,,,,WTRCLC,,,350SSA,351SSA,,,B16CLC,,,,
12152,"15,090,750",12.82321,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E14046,H09127,,M42RLA,F12GRL,L07FRE,P17RLA,,,,,WTRCLC,,,352SSA,,,,B16CLC,,,,
12153,"23,112",9.867336,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F12GRL,L07FRE,P17RLA,,,,,WTRCLC,,,353SSA,,,,B16CLC,,,,
12154,"9,922,751",9.785724,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F11GRA,L07FRE,P17RLA,,,,,WTRCLC,,,353SSA,,,,B16CLC,,,,
12155,"15,876,094",9.785724,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M42RLA,F11GRA,L07FRE,P17RLA,,,,,WTRCLC,,,354SSA,,,,B16CLC,,,,
12156,"283,839",10.020385,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E24076,H04120,,,F07COU,L07FRE,P15MUN,,,,,,,,,,,,B09COU,B15MUN,B17MU2,,
12157,,9.531906,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M33MUN,F11GRA,L07FRE,,,,,,WTRCLC,,,,,,,B16CLC,B17MU2,,,
12158,"77,128",10.004445,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M33MUN,F11GRA,L07FRE,P15MUN,,,,,WTRCLC,,,,,,,B16CLC,B17MU2,,,
12159,"6,212,348",9.173491,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M33MUN,,L07FRE,P15MUN,,,,,WTRCLC,,,419SSA,,,,B15MUN,B16CLC,B17MU2,,
12160,"1,094,795",9.173491,CTYLAK,FORLAK,T12FRE,R12FRE,C03532,E25079,H04120,,M33MUN,,L07FRE,P15MUN,,,,,WTRCLC,,,422SSA,,,,B15MUN,B16CLC,B17MU2,,
13001,,10.24653,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U04118,M51WAC,,L14WAC,P19WAC,,,,,WTRCLC,,,,,,,B16CLC,,,,
13002,"6,362,699",9.663377,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U04118,M20ILA,F22WAC,L14WAC,,,,,,,,,,,,,,,,,
13003,"89,424,431",9.688496,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U04118,M20ILA,F22WAC,L14WAC,,S06NMO,,,,,,,,,,,,,,,
13004,,8.328718,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U04118,,,L14WAC,,,,,,,,,,,,,,,,,
13005,"1,141,226",9.018878,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U04118,,F22WAC,L14WAC,,S06NMO,,,,,,,,,,,,,,,
13006,"122,852,807",8.993759,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U04118,,F22WAC,L14WAC,,,,,,,,,,,,,,,,,
13007,,9.801098,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U04118,M51WAC,,L14WAC,,,,,,WTRCLC,,,,,,,B16CLC,,,,
13008,"11,304,961",9.316222,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U04118,M22LBA,F22WAC,L14WAC,,,,,,,,,,,,,,,,,
13009,"2,427",7.437923,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U06220,M22LBA,F22WAC,L14WAC,,,,,,,,,,,,,,,,,
13010,"368,751",9.315228,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U04118,M40PBA,F22WAC,L14WAC,,,,,,,,,,,,,,,,,
13011,"1,308,752",9.380158,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U04118,M27LAK,F22WAC,L14WAC,,,,,,,,,,,,,,,,,
13012,,9.439191,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U04118,,F22WAC,L14WAC,P19WAC,,,,,,,,,,,,,,,,
13013,"8,146,406",9.581307,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U04118,M48VOL,F22WAC,L14WAC,,,,,,WTRCLC,,,,,,,B16CLC,,,,
13014,,9.688496,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U04118,M20ILA,F22WAC,L14WAC,,S06NMO,,,,,,,207SSA,,,,,,,,
13015,,9.663377,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U04118,M20ILA,F22WAC,L14WAC,,,,,,,,,207SSA,,,,,,,,
13016,"5,551,246",9.340347,CTYLAK,FORLAK,T13WAC,R13WAC,C03532,,,U04118,M40PBA,F22WAC,L14WAC,,S06NMO,,,,,,,,,,,,,,,
