TCA, Agg Ext ,Agg Rate,CTY,FOR,TWP,RBT,COL,ESD,HSD,USD,MUN,FIR,LIB,PRK,SAN1,SAN2,MSQ,POR,WTR,TIF,TIF,SSA1,SSA2,SSA3,SSA4,SP1,SP2,SP3,SP4,Other
05085,,12.765478,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E14046,H09127,,M43RLB,F12GRL,L10LVI,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,
05086,,11.587758,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M43RLB,F12GRL,L10LVI,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B16CLC,,,,
05087,,10.895719,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,261SSA,,,,B16CLC,,,,
05088,,10.895719,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,262SSA,,,,B16CLC,,,,
05089,,10.67817,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E09034,H03117,,M30LND,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,,,,,B16CLC,,,,
05090,"50,698",12.686728,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M37OMC,F13LVI,L10LVI,,,,,,,,,342SSA,,,,,,,,
05091, -   ,9.939463,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M30LND,F13LVI,L10LVI,,,,,,WTRCLC,,,,,,,B16CLC,,,,
05092,231,13.669591,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,,,,,B16CLC,,,,
05093,,12.906496,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,,F13LVI,L10LVI,,S04LND,,,,,,,,,,,,,,,
05094,,13.338248,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,,F13LVI,L10LVI,P13LND,S04LND,,,,,,,,,,,,,,,
05095,,9.98828,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M30LND,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,,,,,B16CLC,,,,
05096,"5,651",10.215899,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M46THL,F13LVI,L10LVI,,,,,,,,,,,,,,,,,
05097,"257,846",10.515559,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,,F13LVI,L10LVI,P13LND,,,,,,,,,,,,,,,,
05098, -   ,10.958964,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E15050,H09127,,,F13LVI,L10LVI,P13LND,,,,,,,,,,,,B08050,,,,
05099,,12.381992,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,,F13LVI,L10LVI,,,,,,,,,342SSA,,,,,,,,
05100,,13.167297,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M37OMC,F13LVI,L10LVI,P13LND,S04LND,,,,,,,,,,,,,,,
05101,"18,323,698",9.935875,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,M44RLH,F12GRL,L10LVI,P17RLA,S03LRE,,,,WTRCLC,,,346SSA,,,,B11124,B16CLC,,,
05102,,12.857679,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,,F13LVI,L10LVI,,,,,,,,,263SSA,,,,,,,,
05103,,13.289431,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,,F13LVI,L10LVI,P13LND,,,,,,,,263SSA,,,,,,,,
05104,,13.620774,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,263SSA,,,,B16CLC,,,,
05105,,13.594167,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M37OMC,F13LVI,L10LVI,P13LND,,,,,,,,,,,,,,,,
05106,,12.735545,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M37OMC,F13LVI,L10LVI,,S04LND,,,,,,,,,,,,,,,
05107,,13.189022,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M30LND,F13LVI,L10LVI,,,,,,WTRCLC,,,,,,,B16CLC,,,,
05108,,10.346827,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E09034,H03117,,,F13LVI,L10LVI,,S04LND,,,,,,,,,,,,,,,
05109,"11,092,058",9.935875,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,M44RLH,F12GRL,L10LVI,P17RLA,S03LRE,,,,WTRCLC,,,347SSA,,,,B11124,B16CLC,,,
05110,,13.642984,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M37OMC,F13LVI,L10LVI,P13LND,S04LND,,,,,,,,,,,,,,,
05111,,13.669591,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,263SSA,,,,B16CLC,,,,
05112,,13.211232,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M37OMC,F13LVI,L10LVI,,S04LND,,,,,,,,,,,,,,,
05113, -   ,12.762152,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M30LND,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,,,,,B16CLC,,,,
05114,"1,792,952",11.339124,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E15050,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,,,,,B08050,B16CLC,,,
05115,,10.576029,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E15050,H09127,,,F13LVI,L10LVI,,S04LND,,,,,,,,,,,B08050,,,,
05116,,10.564376,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,,F13LVI,L10LVI,P13LND,S04LND,,,,,,,,,,,,,,,
05117,,13.11848,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M37OMC,F13LVI,L10LVI,P13LND,,,,,,,,342SSA,,,,,,,,
05118, -   ,13.167297,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M37OMC,F13LVI,L10LVI,P13LND,S04LND,,,,,,,342SSA,,,,,,,,
05119,"73,185,342",10.839654,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05120,"35,614,506",11.529544,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E09034,H03117,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05121,"10,915,217",9.917076,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,,F13LVI,L10LVI,,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05122,"42,831,696",8.490703,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E11037,H06124,,,F13LVI,L10LVI,,,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05123, -   ,9.179602,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,,F13LVI,L10LVI,,S03LRE,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05124,,8.490703,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E11037,H06124,,,F13LVI,L10LVI,,S02FLH,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05125,,9.917076,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,,F13LVI,L10LVI,,S02FLH,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05126,"105,975,193",10.728988,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05127,"14,141,707",11.204675,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05128,"117,897,617",13.50286,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05129,"18,414",10.680171,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05130,"84,143,945",11.418878,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E09034,H03117,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05131, -   ,9.917161,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,,F13LVI,L10LVI,,S03LRE,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05132,"772,092",8.490788,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E11037,H06124,,,F13LVI,L10LVI,,S03LRE,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05133,"17,835,783",10.839739,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M25LVI,F13LVI,L10LVI,,S03LRE,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05134,"4,102,174",10.102095,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05135,"51,651,590",11.315341,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05136,"186,197",11.315426,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M25LVI,F13LVI,L10LVI,,S03LRE,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05137,"26,043,058",10.10218,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,M25LVI,F13LVI,L10LVI,,S03LRE,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05138,"5,269,244",11.155858,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05139,,11.370061,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E09034,H03117,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05140, -   ,11.950341,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M25LVI,F13LVI,L10LVI,P17RLA,S03LRE,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05141, -   ,10.737095,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,M25LVI,F13LVI,L10LVI,P17RLA,S03LRE,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05142, -   ,11.950256,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M25LVI,F13LVI,L10LVI,P17RLA,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05143, -   ,10.888471,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M25LVI,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05144,"288,328",13.454043,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05145,"698,753",13.92973,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05146,"1,858,718",11.608801,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E09034,H03117,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,,,149SSA,154SSA,,,B16CLC,,,,
05147,,11.599263,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E15050,H09127,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,154SSA,,,,B08050,B16CLC,,,
05148,,11.896799,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M43RLB,F12GRL,L10LVI,P17RLA,S03LRE,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05149,"1,386",10.987126,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E09034,H03117,,M30LND,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05150,"46,695,775",13.978547,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05151,,10.297236,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M30LND,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05152, -   ,10.824515,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,,F13LVI,L10LVI,P13LND,,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05153,,13.978547,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,154SSA,263SSA,,,B16CLC,,,,
05154,,13.071108,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M30LND,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,154SSA,,,,B16CLC,,,,
05155,"69,546",11.64808,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E15050,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,154SSA,,,,B08050,B16CLC,,,
05156, -   ,10.73701,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,M25LVI,F13LVI,L10LVI,P17RLA,,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05157,,10.683553,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H06124,,M43RLB,F12GRL,L10LVI,P17RLA,S03LRE,,,,WTRCLC,,,154SSA,,,,B11124,B16CLC,,,
05158,,10.907372,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E15050,H09127,,M30LND,F13LVI,L10LVI,,S04LND,,,,WTRCLC,,,,,,,B08050,B16CLC,,,
05159,"8,634,787",10.839654,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,X23TIF,,154SSA,,,,B16CLC,,,,
05160,,12.862561,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,,,,,,,B16CLC,,,,
05161,,12.430809,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,,F13LVI,L10LVI,,S04LND,,,,,,,,,,,,,,,
05162,,13.171517,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,,F13LVI,L10LVI,P13LND,S04LND,,,,,,,154SSA,,,,,,,,
05163,"21,418,451",12.765478,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E14046,H09127,,M43RLB,F12GRL,L10LVI,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
05164,,13.476253,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,M37OMC,F13LVI,L10LVI,P13LND,S04LND,,,,,,,154SSA,,,,,,,,
05165,"80,536",10.839654,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,X66TIF,,154SSA,,,,B16CLC,,,,
05166,"675,470",11.315341,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M25LVI,F13LVI,L10LVI,,,,,,WTRCLC,X66TIF,,154SSA,,,,B16CLC,,,,
05167, -   ,12.862561,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E06024,H03117,,,F13LVI,L10LVI,P13LND,S04LND,,,,,,,,,,,,,,,
05168,"8,906,946",10.728988,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,X74TIF,,154SSA,,,,B16CLC,,,,
05169,"985,394",11.204675,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M30LND,F13LVI,L10LVI,P13LND,S04LND,,,,WTRCLC,X74TIF,,154SSA,,,,B16CLC,,,,
05170,"80,788",10.680171,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,X74TIF,,154SSA,,,,B16CLC,,,,
05171,"69,162",11.155858,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H09127,,M30LND,F13LVI,L10LVI,P13LND,,,,,WTRCLC,X74TIF,,154SSA,,,,B16CLC,,,,
05172,"119,633",10.297236,CTYLAK,FORLAK,T05LVI,R05LVI,C03532,E13041,H03117,,M30LND,F13LVI,L10LVI,,S04LND,,,,WTRCLC,X74TIF,,154SSA,,,,B16CLC,,,,
06001,,8.17038,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M10FLA,,L06FLA,,,,,,,,,,,,,B11124,,,,
06002,,8.170465,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M10FLA,,L06FLA,,S03LRE,,,,,,,,,,,B11124,,,,
06003,,8.693768,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M10FLA,,L06FLA,,,,,,,,,,,,,B07038,B11124,,,
06004,"4,355",9.555947,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M42RLA,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,,,,,B07038,B11124,B16CLC,,
06005,,8.520383,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E32114,H06124,,M10FLA,,L06FLA,,,,,,,,,,,,,B11124,,,,
06006,,9.032315,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,,,U04118,,F09FLA,L06FLA,,,,,,,,,,,,,,,,,
06007,"101,224,603",7.94159,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,,F09FLA,L06FLA,,S03LRE,,,,,,,,,,,B11124,,,,
06008,"1,032,254",9.156447,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E05015,H06124,,,F09FLA,L06FLA,,,,,,,,,,,,,B11124,,,,
06009,"33,906,628",7.941505,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,,F09FLA,L06FLA,,,,,,,,,,,,,B11124,,,,
06010,,9.852138,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M42RLA,F09FLA,L11RLA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B11124,B16CLC,,,
06011,"51,721,228",8.464893,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,,F09FLA,L06FLA,,,,,,,,,,,,,B07038,B11124,,,
06012,,10.375526,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M42RLA,F09FLA,L11RLA,P17RLA,S07RLA,,,,WTRCLC,,,,,,,B07038,B11124,B16CLC,,
06013,"83,379,650",8.464978,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,,F09FLA,L06FLA,,S03LRE,,,,,,,,,,,B07038,B11124,,,
06014,"9,191,311",8.291508,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E32114,H06124,,,F09FLA,L06FLA,,,,,,,,,,,,,B11124,,,,
06015,"134,290",11.02137,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,,F09FLA,L06FLA,,S03LRE,,,,,,,,,,,,,,,
06016,"190,085",11.021285,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,,F09FLA,L06FLA,,,,,,,,,,,,,,,,,
06017,,9.099808,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,,F09FLA,L06FLA,P17RLA,,,,,,,,,,,,B07038,B11124,,,
06018,"7,491,114",9.099893,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,,F09FLA,L06FLA,P17RLA,S03LRE,,,,,,,,,,,B07038,B11124,,,
06019,,8.693853,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M10FLA,,L06FLA,,S03LRE,,,,,,,,,,,B07038,B11124,,,
06020,"60,567",10.190777,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M42RLA,F09FLA,L06FLA,P17RLA,,,,,WTRCLC,,,,,,,B07038,B11124,B16CLC,,
06021,"27,462,336",10.190862,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M42RLA,F09FLA,L06FLA,P17RLA,S03LRE,,,,WTRCLC,,,,,,,B07038,B11124,B16CLC,,
06022,"7,157,913",9.542846,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E05015,H06124,,M27LAK,F09FLA,L06FLA,,,,,,,,,,,,,B11124,,,,
06023,"37,458,538",8.851292,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M27LAK,F09FLA,L06FLA,,,,,,,,,,,,,B07038,B11124,,,
06024,,9.418714,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,,,U04118,M27LAK,F09FLA,L06FLA,,,,,,,,,,,,,,,,,
06025,"3,846,785",11.656285,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,,F09FLA,L06FLA,P17RLA,S03LRE,,,,,,,,,,,,,,,
06026,,11.6562,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,,F09FLA,L06FLA,P17RLA,,,,,,,,,,,,,,,,
06027,"2,208,565",9.10354,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E05015,H12156,,,F09FLA,L06FLA,,,,,,,,,,,,,,,,,
06028,,9.555862,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M42RLA,F09FLA,L06FLA,,,,,,WTRCLC,,,,,,,B07038,B11124,B16CLC,,
06029,,8.851377,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M27LAK,F09FLA,L06FLA,,S03LRE,,,,,,,,,,,B07038,B11124,,,
06030,,9.852223,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M42RLA,F09FLA,L11RLA,P17RLA,S03LRE,S07RLA,,,WTRCLC,,,,,,,B11124,B16CLC,,,
06031,,9.099893,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,,F09FLA,L06FLA,P17RLA,S03LRE,,,,,,,,,,,B03RLB,B07038,B11124,,
06032,"2,848,092",9.743995,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E05015,H06124,,M48VOL,F09FLA,L06FLA,,,,,,WTRCLC,,,,,,,B11124,B16CLC,,,
06033,"493,346",9.052441,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M48VOL,F09FLA,L06FLA,,,,,,WTRCLC,,,,,,,B07038,B11124,B16CLC,,
06034,"25,967,576",9.052526,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M48VOL,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,,,,,B07038,B11124,B16CLC,,
06035,"33,388",9.032474,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M42RLA,F09FLA,L06FLA,,,,,,WTRCLC,,,,,,,B11124,B16CLC,,,
06036,,9.032559,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M42RLA,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,,,,,B11124,B16CLC,,,
06037,,9.032315,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,,,U04118,,F09FLA,L06FLA,,,,,,,,,247SSA,,,,,,,,
06038,,9.156447,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E05015,H06124,,,F09FLA,L06FLA,,,,,,,,,247SSA,,,,B11124,,,,
06039,,8.464893,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,,F09FLA,L06FLA,,,,,,,,,247SSA,,,,B07038,B11124,,,
06040,,8.851292,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M27LAK,F09FLA,L06FLA,,,,,,,,,247SSA,,,,B07038,B11124,,,
06041,,9.418714,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,,,U04118,M27LAK,F09FLA,L06FLA,,,,,,,,,247SSA,,,,,,,,
06042,,9.032474,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E11037,H06124,,M42RLA,F09FLA,L06FLA,,S07RLA,,,,WTRCLC,,,,,,,B11124,B16CLC,,,
06043,,9.542846,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E05015,H06124,,M27LAK,F09FLA,L06FLA,,,,,,,,,247SSA,,,,B11124,,,,
06044,,8.520383,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E32114,H06124,,M10FLA,,L06FLA,,,,,,,X12TIF,,,,,,B11124,,,,
06045,,9.052526,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M48VOL,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,396SSA,,,,B07038,B11124,B16CLC,,
06046,"1,358",11.608918,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,M48VOL,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,,,,,B16CLC,,,,
06047,,11.608833,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,M48VOL,F09FLA,L06FLA,,,,,,WTRCLC,,,,,,,B16CLC,,,,
06048,,12.112339,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,M42RLA,F09FLA,L06FLA,,S03LRE,,,,WTRCLC,,,,,,,B16CLC,,,,
06049,"12,546",12.747254,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,M42RLA,F09FLA,L06FLA,P17RLA,S03LRE,,,,WTRCLC,,,,,,,B16CLC,,,,
06050,"100,960",12.112254,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,M42RLA,F09FLA,L06FLA,,,,,,WTRCLC,,,,,,,B16CLC,,,,
06051, -   ,12.747169,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E14046,H09127,,M42RLA,F09FLA,L06FLA,P17RLA,,,,,WTRCLC,,,,,,,B16CLC,,,,
06052,,7.912455,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,,,L06FLA,,S06NMO,,,,,,,,,,,B07038,B11124,,,
06053,"15,698,506",8.876411,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,E12038,H06124,,M27LAK,F09FLA,L06FLA,,S06NMO,,,,,,,247SSA,,,,B07038,B11124,,,
06054, -   ,9.443833,CTYLAK,FORLAK,T06GRA,R06GRA,C03532,,,U04118,M27LAK,F09FLA,L06FLA,,S06NMO,,,,,,,247SSA,,,,,,,,
